"candidate_name","win_count","avg_percentage"
"JIM SAXTON",9,0.615694062483564
"JO ANN DAVIS",3,0.791395873558775
"JO ANN EMERSON",7,0.705509248266286
"JO ANN S DAVIS",1,0.575421840662474
"JO ANNA EMERSON",1,0.626161994667435
"JO BONNER",6,0.784059314084414
"JODEY ARRINGTON",2,0.809389047880886
"JODEY C ARRINGTON",2,0.775403990313769
"JODY B HICE",3,0.761282323049705
"JODY HICE",1,0.628919682230333
"JOE BARON",1,0.558008545901852
"JOE BARTON",16,0.674171026907396
"JOE KNOLLENBERG",8,0.593413588868895
"JOE SCARBOROUGH",4,0.832907538763944
"JOE SCHWARZ",1,0.583648828744008
"JOE SKEEN",8,0.693150624943669
"JOE SKUBITZ",1,0.606632525951557
"JOE WALSH",1,0.484674092918715
"JOE WILSON",11,0.645299565592572
"JOEL DECKARD",1,0.551636686160925
"JOEL HEFLEY",10,0.749715077847968
"JOEL PRITCHARD",4,0.704281807893619
"JOHN A BOEHNER",13,0.731239432811065
"JOHN ABNEY",1,0.559009947273265
"JOHN ABNEY CULBERSON",7,0.677405943095362
"JOHN B ANDERSON",2,0.666723022184638
"JOHN B SHADEGG",8,0.645472890073836
"JOHN BOOZMAN",4,0.747427326552179
"JOHN CAMPBELL",4,0.584773912990431
"JOHN CARROLL",1,0.465942142076813
"JOHN CARTER",1,0.505861744642614
"JOHN COOKSEY",3,0.757845865033537
"JOHN CULBERSON",1,0.739007132139682
"JOHN CURTIS",1,0.675490037008707
"JOHN DUARTE",1,0.502111473838689
"JOHN E ENSIGN",2,0.492903290342113
"JOHN E GROTBERG",1,0.621597527635802
"JOHN E PETERSON",6,0.776596578670114
"JOHN E PORTER",2,0.738701067823956
"JOHN E SUNUNU",3,0.566036985318571
"JOHN E SWEENEY",3,0.536767748224501
"JOHN E SWEENY",1,0.409306445972724
"JOHN EDWARD PORTER",8,0.710751508323751
"JOHN ERLENBORN",1,0.744230476609126
"JOHN FLEMING",4,0.647856583548426
"JOHN G ROWLAND",3,0.629462996985971
"JOHN H BUCHANAN JR",2,0.59192794250919
"JOHN H ROUSSELOT",3,0.788437703528419
"JOHN H RUTHERFORD",3,0.754184296425988
"JOHN HILER",3,0.521675607499487
"JOHN J DUNCAN",8,0.802436353200386
"JOHN J DUNCAN JR",13,0.768252083873041
"JOHN J FASO",1,0.416135926610898
"JOHN J RHODES",3,0.672048390888522
"JOHN J RHODES III",3,0.809949171310258
"JOHN JAMES",1,0.487994923935666
"JOHN JOYCE",3,0.813265793353192
"JOHN KATKO",1,0.476589026373605
"JOHN KLINE",9,0.545047409847263
"JOHN KYL",1,0.592011088137057
"JOHN L MICA",12,0.692551425825029
"JOHN L NAPIER",1,0.517779852908098
"JOHN LINDER",9,0.726549720028467
"JOHN M ASHBROOK",3,0.656941366590101
"JOHN M KATKO",2,0.452256323900362
"JOHN M MCHUGH",9,0.536605434662902
"JOHN M SHIMKUS",1,0.70926575068073
"JOHN MCCAIN",2,0.719882413013974
"JOHN MILLER",4,0.537694028049625
"JOHN MOOLENAAR",2,0.595593172123757
"JOHN N ERLENBORN",3,0.738797948719901
"JOHN N HOSTETTLER",6,0.519720073491017
"JOHN P HILER",1,0.511505611632668
"JOHN PATRICK HILER",1,0.54980222941388
"JOHN PAUL HAMMERSCHIMDT",1,1
"JOHN PAUL HAMMERSCHMIDT",7,0.813440164780021
"JOHN R CARTER",10,0.672248019311925
"JOHN R CURTIS",2,0.665627471109609
"JOHN R KASICH",9,0.68258019883155
"JOHN R MCKERNAN JR",2,0.56934345630773
"JOHN R MOOLENAAR",3,0.634365161145473
"JOHN R THUNE",3,0.687229670088195
"JOHN RANDY KUHL",1,0.447227758355932
"JOHN RATCLIFFE",3,0.878943240661093
"JOHN ROSE",1,0.694741497145614
"JOHN RUTHERFORD",1,0.701820037006117
"JOHN SCHIESS",1,0.592792120110397
"JOHN SHIMKUS",11,0.671570618382421
"JOHN SULLIVAN",5,0.644841622007482
"JOHN T DOOLITTLE",9,0.587027479834146
"JOHN T MYERS",10,0.625356760130133
"JOHN W ""JOCK"" SCOTT",1,0.75387827285062
"JOHN W ROSE",2,0.700061142051615
"JOHN W WYDLER",2,0.503492344854353
"JOHNNIE R CREAN",1,0.679117608002833
"JOHNNY ISAKSON",2,0.77313019290509
"JON C HENSON",1,0.389671493456851
"JON C PORTER",2,0.52267491092087
"JON CHRISTENSEN",2,0.534252893383267
"JON CLIFTON HINSON",1,0.516339720885175
"JON D FOX",2,0.491614942380537
"JON KYL",2,0.758589585041333
"JON L KYL",1,0.6134069659831
"JON PORTER",1,0.54457938090347
"JON RUNYAN",2,0.518715508681636
"JOSEPH A MARTINO",1,0.450355238957717
"JOSEPH J DIOGUARDI",1,0.466659951651894
"JOSEPH J HECK",2,0.555565321549661
"JOSEPH JOHN HECK",1,0.481256112948625
"JOSEPH M MCDADE",10,0.749300671546252
"JOSEPH MICHAEL MCDADE",1,0.746630490207805
"JOSEPH R PITTS",10,0.64000534184627
"JOSEPH R SKEEN",3,0.569100375853163
"JOSH BRECHEEN",1,0.724485479470976
"JUAN CISCOMANI",1,0.507327868805524
"JUDD GREGG",4,0.713397559736668
"JUDY BIGGERT",7,0.625960198702066
"JULIA LETLOW",1,0.756066794004106
"JUSTIN AMASH",5,0.56814564673155
"K MICHAEL CONAWAY",6,0.879307390348435
"KAREN ANN KERIN",1,0.183427087229943
"KAT CAMMACK",2,0.598275079260576
"KATHERINE HARRIS",2,0.550426560807242
"KAY GRANGER",14,0.683459716318346
"KEITH G SEBELIUS",2,0.865327151746658
"KEITH J ROTHFUS",3,0.575915988717679
"KEITH SELF",1,0.605479694458371
"KELLY ARMSTRONG",3,0.637878608229734
"KEN BUCK",5,0.619774199573772
"KEN CALVERT",16,0.580447082082831
"KEN KRAMER",4,0.675803832186298
"KENNY C HULSHOF",6,0.608530768815457
"KENNY E MARCHANT",1,0.506104366444207
"KENNY MARCHANT",7,0.633723841050207
"KERRY BENTIVOLIO",1,0.507590628219769
"KEVIN BRADY",12,0.815958425772822
"KEVIN CRAMER",3,0.598531573700278
"KEVIN HERN",3,0.61386184908051
"KEVIN KILEY",1,0.536482958258303
"KEVIN MCCARTHY",9,0.755339626440487
"KEVIN YODER",4,0.595444863036266
"KRISTI L NOEM",3,0.626940490391308
"KRISTI NOEM",1,0.481185000594817
"L A ""SKIP"" BAFALIS",3,0.817562183201692
"L WILLIAM PAXON",1,0.470785125653667
"LAMAR S SMITH",9,0.75014141216071
"LAMAR SMITH",7,0.702932534245401
"LANCE GOODEN",3,0.627694155568558
"LARKIN SMITH",1,0.549805453876928
"LARRY BUCSHON",5,0.620090053991892
"LARRY COMBEST",10,0.812501546817539
"LARRY CRAIG",3,0.586785695443001
"LARRY D BUCHSON",1,0.575464753342102
"LARRY D BUCSHON",1,0.644297170178189
"LARRY E CRAIG",2,0.654527114496449
"LARRY J HOPKINS",7,0.694282354901943
"LARRY PRESSLER",1,0.797804490754714
"LARRY WINN JR",4,0.708446690437722
"LAUREL LEE",1,0.585433010554154
"LAUREN BOEBERT",2,0.507258309807967
"LAWRENCE COUGHLIN",7,0.627379615516332
"LAWRENCE J DENARDIS",1,0.523250822721419
"LEE M ZELDIN",3,0.45492200215426
"LEE TERRY",8,0.592406865493923
"LEONARD LANCE",5,0.560183643836084
"LINCOLN DIAZ-BALART",9,0.849883792755466
"LINDA RUNBECK",1,0.308916552153523
"LINDA SMITH",2,0.510951373248761
"LINDSEY O GRAHAM",4,0.719507462077852
"LISA MCCLAIN",2,0.650904834397383
"LIZ CHENEY",3,0.635413659962905
"LLOYD K SMUCKER",3,0.586182516618394
"LLOYD SMUCKER",1,0.61545138340919
"LORI CHAVEZ-DEREMER",1,0.509100796337474
"LOU BARLETTA",3,0.628397380777368
"LOUIE GOHMERT",9,0.749350095576142
"LOUIS FREY JR",1,0.780841096332992
"LOUIS J BARLETTA",1,0.54700557289464
"LUKE MESSER",3,0.647047871908401
"LYLE WILLIAMS",3,0.546027326819
"LYNN A WESTMORELAND",4,0.837931586711951
"LYNN JENKINKS",1,0.631309624954485
"LYNN JENKINS",4,0.56402000441598
"LYNN MARTIN",4,0.617435837958118
"LYNN MORLEY MARTIN",1,0.668603355169017
"LYNN WESTMORELAND",2,0.715999708261237
"M CALDWELL BUTLER",3,0.870756217734904
"M GENE SNYDER",1,0.65840570949851
"MAC COLLINS",5,0.736838736090656
"MAC SWEENEY",2,0.518146769983965
"MAC THORNBERRY",10,0.825072705672957
"MADISON CAWTHORN",1,0.545048817603217
"MANUEL LUJAN JR",6,0.623151135901854
"MARC L MARKS",2,0.596961093005849
"MARC LINCOLN MARKS",1,0.496617112085016
"MARCUS MOLINARO",1,0.444190760039238
"MARGARET HECKLER",1,0.611414915217691
"MARGARET M HECKLER",2,0.802821879038317
"MARGE ROUKEMA",11,0.684268672024385
"MARIA ELVIRA SALAZAR",2,0.543249769583684
"MARIANNETTE MILLER-MEEKS",2,0.50092729936894
"MARILYN N MUSGRAVE",3,0.505327974555507
"MARIO DIAZ-BALART",10,0.745500388023227
"MARJORIE S HOLT",5,0.638023586724413
"MARJORIE TAYLOR GREENE",2,0.702873874179638
"MARK ADAM FOLEY",1,0.580664386769026
"MARK ALFORD",1,0.713073204771855
"MARK ANDREWS",2,0.647458746574698
"MARK CANDON",1,0.328819846327621
"MARK D SILJANDER",2,0.633066042678513
"MARK E AMODEI",6,0.593494894195029
"MARK E GREEN",3,0.655809770644021
"MARK E SOUDER",8,0.601330482553636
"MARK FOLEY",5,0.742295971122164
"MARK GREEN",4,0.679771481582493
"MARK GROETTUM",1,0.321536279933691
"MARK HARRIS",1,0.492527863552599
"MARK KENNEDY",1,0.480986500519211
"MARK MEADOWS",4,0.609044522987376
"MARK R KENNEDY",2,0.556661639127297
"MARK SANFORD",2,0.759835345549366
"MARK STEVEN KIRK",5,0.580155534235114
"MARK W NEUMANN",2,0.501395900139086
"MARK WALKER",2,0.589513905176149
"MARKWAYNE MULLIN",5,0.676069427367304
"MARLIN A STUTZMAN",3,0.65197786934839
"MARSHA BLACKBURN",8,0.738700966295373
"MARSHALL ""MARK"" SANFORD",3,0.84600807396651
"MARTHA MCSALLY",2,0.534857427602224
"MARTHA ROBY",5,0.584142506285716
"MARTIN R HOKE",2,0.543227637762111
"MARY BONO",5,0.62341750033059
"MARY BONO MACK",2,0.548881261314372
"MARY E MILLER",1,0.711439097136635
"MARY FALLIN",2,0.631345169291565
"MARY MILLER",1,0.734460549435393
"MATT GAETZ",4,0.671570664774546
"MATT ROSENDALE",1,0.563863549838822
"MATT SALMON",5,0.635219870085897
"MATTHEW J RINALDO",8,0.72759579674016
"MATTHEW M ROSENDALE, SR",1,0.565576430876516
"MAX BURNS",1,0.551911556242565
"MAX MILLER",1,0.553415488202179
"MCKEY EDWARDS",1,0.706187106407843
"MEL HANCOCK",4,0.560441066106079
"MELISSA A HART",2,0.638158968583405
"MELISSA HART",1,0.590092741035371
"MERRILL COOK",2,0.538756155816392
"MIA B LOVE",2,0.523372822359741
"MICHAEL A ""MAC"" COLLINS",1,0.547596195375711
"MICHAEL BILIRAKIS",12,0.782787816452439
"MICHAEL C BURGESS",11,0.667789490056084
"MICHAEL CLOUD",3,0.626071707541245
"MICHAEL CUMMINS",1,0.321511738560921
"MICHAEL D CRAPO",3,0.681750313797244
"MICHAEL DEWINE",3,0.68937964949551
"MICHAEL G FITZPATRICK",4,0.568350819934108
"MICHAEL G GRIMM",2,0.429468173262494
"MICHAEL G OXLEY",11,0.72233609095089
"MICHAEL GUEST",3,0.659024530337866
"MICHAEL HUFFINGTON",1,0.525123436537215
"MICHAEL K SIMPSON",11,0.662195861758314
"MICHAEL L ""MIKE"" STRANG",1,0.570622493882981
"MICHAEL N CASTLE",9,0.654578709072981
"MICHAEL OXLEY",1,0.67519847856544
"MICHAEL P FORBES",1,0.4314272351881
"MICHAEL PATRICK FLANAGAN",1,0.544304986523885
"MICHAEL R TURNER",10,0.619857851958869
"MICHAEL T MCCAUL",10,0.599337654514788
"MICHAEL WALTZ",3,0.640841118341497
"MICHELE BACHMANN",4,0.49859504085296
"MICHELLE FISCHBACH",2,0.60168929334115
"MICHELLE STEEL",2,0.517366098308447
"MICK MULVANEY",4,0.571759754031003
"MICK STATON",1,0.526739918580108
"MICKEY EDWARDS",7,0.689728131308788
"MIKE BISHOP",2,0.553158020584047
"MIKE BOST",5,0.587546356718823
"MIKE CAREY",1,0.569597732944346
"MIKE COFFMAN",5,0.553927847027854
"MIKE COLLINS",1,0.645330429411956
"MIKE CONAWAY",2,0.784468793769822
"MIKE DEWINE",1,1
"MIKE EZELL",1,0.733469912428698
"MIKE FERGUSON",4,0.539609196066071
"MIKE FLOOD",1,0.579105146416329
"MIKE GALLAGHER",4,0.656817852474001
"MIKE GARCIA",2,0.516442770949765
"MIKE JOHNSON",1,1
"MIKE KELLY",5,0.661063148879676
"MIKE PAPPAS",1,0.504459161803871
"MIKE PARKER",1,0.61223000822158
"MIKE PENCE",6,0.620492603785435
"MIKE POMPEO",4,0.62085609998377
"MIKE ROGERS",18,0.608906625639404
"MIKE SIMPSON",2,0.565896721655907
"MIKE SODREL",1,0.494581058050155
"MIKE TURNER",1,0.559245508046826
"MILLICENT FENWICK",1,0.775046075738081
"MILLICENT H FENWICK",1,0.725539622750221
"MILLICENT II FENWICK",1,0.668602563729343
"MIMI WALTERS",2,0.618402495589684
"MO BROOKS",6,0.701311611493138
"MONICA DE LA CRUZ",1,0.533139332012193
"MORGAN LUTTRELL",1,0.680661249599943
"NANCY JOHNSON",1,0.542486655781222
"NANCY L JOHNSON",11,0.622002235816685
"NANCY MACE",2,0.534846504243288
"NATHAN DEAL",7,0.847006523775398
"NATHANIEL MORAN",1,0.780799618174225
"NEAL DUNN",2,0.673823706228536
"NEAL P DUNN",2,0.788332605754116
"NEWT GINGRICH",10,0.602638591885687
"NEWTON I STEERS JR",1,0.468222442899702
"NEWTON LEROY GINGRICH",1,0.54400277328403
"NICHOLAS J LALOTA",1,0.471013783740812
"NICK LANGWORTHY",1,0.532460490124981
"NICK SMITH",6,0.643425883636328
"NICOLE MALLIOTAKIS",2,0.520532637098439
"NORM SHUMWAY",2,0.724607993616668
"NORMAN D SHUMWAY",4,0.600386871852873
"NORMAN F LENT",8,0.546677949929544
"OLYMPIA J SNOWE",8,0.644185105614308
"PAT FALLON",2,0.709262418425613
"PAT ROBERTS",8,0.739368683206068
"PAT SWINDALL",2,0.531639339196388
"PAT TIBERI",1,0.528661356336328
"PAT TOOMEY",1,0.549776068215136
"PATRICE BATAGLIA",1,0.332389953955102
"PATRICIA SAIKI",2,0.569562342899128
"PATRICK J TIBERI",8,0.615437757250127
"PATRICK J TOOMEY",2,0.553047529731785
"PATRICK MCHENRY",2,0.617213578897324
"PATRICK MEEHAN",4,0.589618531446665
"PATRICK T MCHENRY",8,0.641458981395381
"PAUL A GOSAR",4,0.69496889310626
"PAUL B HENRY",5,0.684755328535726
"PAUL C BROUN",3,0.760285083354602
"PAUL COOK",3,0.766349574847011
"PAUL D RYAN",1,0.64947141102909
"PAUL E GILLMOR",9,0.699909753762643
"PAUL E GILMOR",1,0.611647514076211
"PAUL FINDLEY",3,0.630711743274242
"PAUL GOSAR",3,0.718854011519251
"PAUL MITCHELL",2,0.617058204039017
"PAUL N ""PETE"" MCCLOSKEY JR",2,0.692230766121002
"PAUL N MCCLOSKEY JR",1,0.730749289439985
"PAUL RYAN",9,0.632678013651433
"PAUL S TRIBLE JR",3,0.703588688398105
"PETE OLSON",6,0.602304237518281
"PETE SESSIONS",13,0.595955981707578
"PETE STAUBER",3,0.548845541064157
"PETER BLUTE",2,0.525021328068465
"PETER G TORKILDSEN",2,0.526695940667159
"PETER HOEKSTRA",9,0.672569852907988
"PETER J ROSKAM",6,0.596911327714469
"PETER MEIJER",1,0.529595780069853
"PETER SMITH",2,0.403613235358519
"PETER T KING",13,0.487214907194537
"PHIL ENGLISH",7,0.593856115613925
"PHIL GINGREY",6,0.694738314396833
"PHIL HERWIG",1,0.342168550741412
"PHIL ROE",2,0.744429876096151
"PHILIP E RUPPE",1,0.547502475646547
"PHILIP M CRANE",14,0.696747349279398
"PORTER J GOSS",8,0.889944874709141
"R BLAKE FARENTHOLD",1,0.478508603129605
"R LAWRENCE COUGHLIN",1,0.705051857226858
"R W ""RICK"" ALLEN",1,0.547531981728152
"RALPH ABRAHAM",1,0.665419342162843
"RALPH M HALL",5,0.695285438251308
"RALPH NORMAN",2,0.620410199194248
"RALPH REGULA",14,0.689815406314724
"RALPH S REGULA",2,0.724286067957145
"RALPH W NORMAN",1,0.570269411334023
"RANDALL M ""RANDY"" HULTGREN",1,0.513070000410935
"RANDY ""DUKE"" CUNNINGHAM",8,0.60316469315775
"RANDY FEENSTRA",2,0.623738569917159
"RANDY HULTGREN",3,0.611788446595157
"RANDY K WEBER SR",3,0.617827115611228
"RANDY K WEBER, SR",1,0.701589029270604
"RANDY NEUGEBAUER",6,0.730880764100465
"RANDY TATE",1,0.517906097788188
"RANDY WEBER",2,0.563586338123891
"RAUL R LABRADOR",4,0.617887253030564
"RAY LAHOOD",7,0.748587183362932
"RAY PLOETZ",1,0.34438975428031
"RAYMOND C GILBERTSON",2,0.26045857188658
"RAYMOND J MCGRATH",6,0.525366447566084
"REID J RIBBLE",3,0.58573412223457
"RENEE ELLMERS",1,0.494672610578899
"RENEE L ELLMERS",2,0.573624759419758
"RIC KELLER",4,0.573109406308859
"RICH MCCORMICK",1,0.622217276494896
"RICHARD ""DICK"" ARMEY",1,0.512521550503047
"RICHARD ""DOC"" HASTINGS",1,0.53341454725156
"RICHARD B ""RICH"" NUGENT",1,0.674308060437946
"RICHARD B NUGENT",2,0.655679540145511
"RICHARD BAKER",1,1
"RICHARD BRUCE CHENEY",1,0.586309776853691
"RICHARD BURR",5,0.699839344587517
"RICHARD H BAKER",8,0.822300809344592
"RICHARD HUDSON",6,0.569868111200055
"RICHARD HUGH BAKER",1,1
"RICHARD K ARMEY",6,0.756931819554821
"RICHARD KELLY",2,0.550215571479303
"RICHARD L HANNA",2,0.582637679774005
"RICHARD T SCHULZE",8,0.688292010132163
"RICHARD W POMBO",7,0.585533754802274
"RICK BERG",1,0.54920793419761
"RICK CRAWFORD",2,0.60367899265787
"RICK HILL",2,0.527108121403007
"RICK LAZIO",4,0.476429435424073
"RICK RENZI",3,0.53168441325667
"RICK SANTORUM",2,0.560034024352859
"RICK W ALLEN",4,0.597640369253907
"RICK WHITE",2,0.526979302188663
"ROB BISHOP",9,0.655227306359988
"ROB PORTMAN",6,0.740930852324829
"ROB SIMMONS",2,0.541411123872273
"ROB WOODALL",5,0.610151535528775
"ROBERT ""BOB"" WHITTAKER",1,0.570493347306422
"ROBERT ADERHOLT",1,0.797747749698011
"ROBERT B ADERHOLT",13,0.776558239274037
"ROBERT C ""ROBIN"" HAYES",3,0.537582778827405
"ROBERT C MCEWEN",2,0.542286828454903
"ROBERT C SMITH",2,0.574728964569152
"ROBERT DOLD",2,0.511888686470043
"ROBERT E BADHAM",6,0.651811702769109
"ROBERT E BAUMAN",2,0.587853662302007
"ROBERT E LATTA",7,0.659214769576601
"ROBERT F ""BOB"" SMITH",6,0.617470933847031
"ROBERT F SMITH",1,0.616644616171032
"ROBERT G ""BOB"" GOOD",1,0.524432226328989
"ROBERT H MICHEL",9,0.635471586088146
"ROBERT HURT",3,0.557064291694155
"ROBERT J ""BOB"" LAGOMARSINO",4,0.691799915055631
"ROBERT J ""ROB"" WITTMAN",1,0.551789967509884
"ROBERT J LAGOMARSINO",4,0.671009556422211
"ROBERT J WITTMAN",7,0.590886167281459
"ROBERT K ""BOB"" DORNAN",3,0.559795163537788
"ROBERT K DORNAN",6,0.536784498017236
"ROBERT L ""BOB"" LIVINGSTON",3,0.961183440476834
"ROBERT L EHRLICH JR",4,0.639713801401041
"ROBERT L LIVINGSTON",2,1
"ROBERT M MCCLORY",1,0.611621379060131
"ROBERT MCCLORY",2,0.692239709123959
"ROBERT PITTENGER",3,0.679556143692362
"ROBERT S WALKER",10,0.714669795332326
"ROBERT W ""BOB"" DANIEL JR",2,0.568622018425207
"ROBERT W DANIEL JR",1,0.999409294620729
"ROBERT W DAVIS",3,0.586137465293505
"ROBERT W KASTEN JR",1,0.65905506108062
"ROBERT W NEY",6,0.658342800055038
"ROBIN BEARD",1,0.746332792937086
"ROBIN HAYES",2,0.518808738774366
"ROBIN L BEARD JR",2,0.82007214747084
"ROD BLUM",2,0.524094451741678
"ROD CHANDLER",5,0.623375375215238
"RODD RUSSELL PLATTS",1,0.719106356308432
"RODNEY ALEXANDER",4,0.811660687234047
"RODNEY DAVIS",5,0.539422984797757
"RODNEY P FRELINGHUYSEN",12,0.653286139771195
"ROGER F WICKER",7,0.69149884349597
"ROGER MARSHALL",2,0.670206280954431
"ROGER WILLIAMS",6,0.644105174643858
"RON DESANTIS",3,0.594450850066086
"RON ESTES",3,0.621436977769741
"RON LEWIS",7,0.631752967412854
"RON MARIENEE",1,0.536925008560667
"RON MARLENCE",1,0.549558845618824
"RON MARLENEE",6,0.589668828249677
"RON PACKARD",8,0.705322244301615
"RON PAUL",10,0.719950393805217
"RON WRIGHT",2,0.529492362480831
"RONALD A SARASIN",1,0.665047207173627
"RONALD E PAUL",1,0.50555113520715
"RONALD K MACHTLEY",3,0.602849069085632
"RONNY JACKSON",2,0.773692758723338
"ROSCOE G BARTLETT",10,0.612811118206632
"ROSS SPANO",1,0.530168247341804
"ROY BLUNT",7,0.701507374897506
"RUDOLPH “RUDY” YAKYM III",1,0.645700329257547
"RUSS FULCHER",3,0.672856067980693
"RUSSELL FRY",1,0.647745849171804
"RYAN A COSTELLO",1,0.572377223983292
"RYAN COSTELLO",1,0.562909327009937
"RYAN K ZINKE",2,0.529187194573813
"RYAN ZINKE",1,0.554052989023353
"S BRETT GUTHRIE",2,0.596463757915349
"S WILLIAM GREEN",1,0.505139937533355
"SAM BROWNBACK",1,0.656469165659008
"SAM GRAVES",11,0.654404805943686
"SAM JOHNSON",13,0.772406750702618
"SAMUEL B ""SAM"" GRAVES JR",1,0.50850838759741
"SAMUEL L DEVINE",2,0.516980105761367
"SANDRA ""SANDY"" ADAMS",1,0.596369438968947
"SARAH PALIN",1,0.490797010735556
"SAXBY CHAMBLISS",4,0.591259687314684
"SCOTT DES JARLAIS",1,0.583249666478703
"SCOTT DESJARLAIS",6,0.630788774231991
"SCOTT FITZGERALD",2,0.622500627817475
"SCOTT FRANKLIN",1,0.553852218362766
"SCOTT G PERRY",2,0.523173653544
"SCOTT GARRETT",7,0.576017066930212
"SCOTT L KLUG",4,0.606028700478633
"SCOTT MCINNIS",6,0.651616752697643
"SCOTT PERRY",4,0.635419603859695
"SCOTT R TIPTIN",1,0.500998065883976
"SCOTT R TIPTON",4,0.543652354430772
"SCOTT W TAYLOR",1,0.613313713305019
"SEAN DUFFY",1,0.521056334983038
"SEAN P DUFFY",3,0.59288997494148
"SHARNA WAHLGREN",1,0.328972798040035
"SHELLEY MOORE CAPITO",7,0.597803298055119
"SHERWOOD BOEHLERT",1,0.448201167828216
"SHERWOOD K BOEHLERT",1,0.605217611139201
"SHERWOOD L BOEHLERT",10,0.623128125551481
"SHIRLEY N PETTIS",1,0.710792683251156
"SID MORRISON",6,0.700895045257983
"SILVIO CONTE",1,0.998900832335239
"SILVIO O CONTE",7,0.774471331718717
"SONNY BONO",2,0.566897389788203
"SONNY CALLAHAN",6,0.803367356218184
"SPENCER BACHUS",10,0.863644530483076
"SPENCER T BAUCHUS III",1,0.523308072064225
"STAN PARRIS",1,0.623031400966184
"STANFORD E ""STAN"" PARRIS",4,0.540175153993636
"STEPHAN HORN",1,0.58465791766425
"STEPHANIE BICE",1,0.520623730866318
"STEPHANIE I BICE",1,0.589967777580305
"STEPHEN E BUYER",3,0.637966440658016
"STEPHEN HORN",3,0.513184893034253
"STEPHEN KNIGHT",1,0.531300615329241
"STEPHEN LEE FINCHER",3,0.660517814186414
"STEVAN PEARCE",3,0.607785986650909
"STEVE AUSTRIA",2,0.601917140694443
"STEVE BARTLETT",5,0.871192110396442
"STEVE BUYER",5,0.647879852486356
"STEVE CHABOT",13,0.559884652814099
"STEVE DAINES",1,0.532513444782591
"STEVE GUNDERSON",3,0.577182700758041
"STEVE HORN",1,0.486147865265871
"STEVE KING",9,0.595201462182115
"STEVE KNIGHT",1,1
"STEVE LARGENT",4,0.654720411734971
"STEVE PEARCE",2,0.558141256885703
"STEVE RUSSELL",2,0.585939954938321
"STEVE SCALISE",7,0.732612440027069
"STEVE SOUTHERLAND",1,0.535969469969108
"STEVE SOUTHERLAND II",1,0.526959888288915
"STEVE STIVERS",6,0.616087304906218
"STEVE STOCKMAN",2,0.613104831234547
"STEVE WATKINS",1,0.476402405851418
"STEVE WOMACK",7,0.711159665803784
"STEVEN C GUNDERSON",4,0.643489973835317
"STEVEN C LATOURETTE",9,0.611196822711043
"STEVEN D SYMMS",2,0.572651898073868
"STEVEN E BUYER",1,0.510248792325312
"STEVEN GUNDERSON",1,0.50991625075328
"STEVEN H SCHIFF",1,0.505641653836212
"STEVEN M PALAZZO",4,0.747681814472827
"STEVEN PALAZZO",2,0.600746171930045
"STEVEN PEARCE",2,0.617417102892563
"STEVEN SCHIFF",4,0.65832471931971
"STEVEN T KUYKENDALL",1,0.488938174853885
"STEWART B MCKINNEY",6,0.603879539673415
"SUE MYRICK",2,0.639699823305
"SUE W KELLY",6,0.481938614922022
"SUE WILKINS MYRICK",7,0.683356276986136
"SUSAN BROOKS",1,0.58366505779055
"SUSAN MOLINARI",4,0.434869950875735
"SUSAN W BROOKS",3,0.611446184845426
"SUSAN W SWEETSER",1,0.325948348291756
"TAD JUDE",1,0.49693776753375
"TED BUDD",3,0.586087421185654
"TED POE",7,0.702986317942331
"TED S YOHO",2,0.607741177723099
"TED YOHO",2,0.611768770160547
"TENNYSON GUYER",3,0.702994523172355
"TERRY EVERETT",8,0.666708278589706
"THAD COCHRAN",1,0.760442435954313
"THADDEUS G MCCOTTER",5,0.557785861108031
"THELMA D DRAKE",2,0.531732680275697
"THOMAS A MARINO",2,0.606071216266203
"THOMAS B EVANS JR",3,0.571428328691772
"THOMAS E PETRI",16,0.760034453358616
"THOMAS F HARTNETT",3,0.558848706173379
"THOMAS G LOEFFLER",1,0.570466121471621
"THOMAS G TANCREDO",4,0.597131741517285
"THOMAS H KEAN, JR",1,0.514013537874122
"THOMAS J ""TOM"" BLILEY JR",4,0.658776905358897
"THOMAS J BLILEY JR",4,0.829639639340568
"THOMAS J RIDGE",4,0.742527716842432
"THOMAS J ROONEY",4,0.626316919389844
"THOMAS J TAUKE",2,0.545150038518896
"THOMAS M DAVIS",4,0.651496501432151
"THOMAS M REYNOLDS",5,0.45446363768147
"THOMAS MACARTHUR",1,0.593171980735231
"THOMAS MASSIE",6,0.659220814740729
"THOMAS N KINDNESS",5,0.71859435978456
"THOMAS P TIFFANY",2,0.612924915354085
"THOMAS W EWING",4,0.615994314431808
"THOMAS W REED II",2,0.460305428459821
"TILLIE FOWLER",1,0.56742987668653
"TILLIE K FOWLER",2,1
"TILLIE W FOWLER",1,1
"TIM BURCHETT",3,0.671640293523438
"TIM GRIFFIN",2,0.565470968493925
"TIM HUELSKAMP",3,0.805774077607084
"TIM JOHNSON",1,0.532253974693815
"TIM LEE CARTER",2,0.728832614045097
"TIM MURPHY",8,0.720058478659025
"TIM PHILBIN",1,0.30907804041798
"TIM SCOTT",2,0.636997865855047
"TIM WALBERG",8,0.546123869628296
"TIMOTHY V JOHNSON",5,0.624640334473021
"TOBY ROTH",9,0.639012337397858
"TODD AKIN",1,0.553327831122384
"TODD C YOUNG",2,0.588135115040052
"TODD KINARD",1,0.661096157150221
