"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"C000809","James","Courter","Andrew","James","Courter","Andrew",,,,,"1941",,"[{""position"":""Representative"",""congressNumber"":96,""stateName"":""NJ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""NJ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""NJ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""NJ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""NJ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""NJ"",""parties"":[""Republican""]}]"
"C000830","Charles","Cox","Christopher","Charles","Cox","Christopher",,,,,"1952",,"[{""position"":""Representative"",""congressNumber"":101,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""CA"",""parties"":[""Republican""]}]"
"C000845","James","Coyne","Kitchenman","James","Coyne","Kitchenman",,,"III",,"1946",,"[{""position"":""Representative"",""congressNumber"":97,""stateName"":""PA"",""parties"":[""Republican""]}]"
"C000858","Larry","Craig","Edwin","Larry","Craig","Edwin",,,,,"1945",,"[{""position"":""Representative"",""congressNumber"":97,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""ID"",""parties"":[""Republican""]}]"
"C001096","Kevin","Cramer",,"Kevin","Cramer",,,,,,"1961",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""ND"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""ND"",""parties"":[""Republican""],""electionCirca"":false}]"
"C000871","Daniel","Crane","Bever","Daniel","Crane","Bever",,,,,"1936","2019","[{""position"":""Representative"",""congressNumber"":98,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""IL"",""parties"":[""Republican""]}]"
"C000873","Philip","Crane","Miller","Philip","Crane","Miller",,,,,"1930","2014","[{""position"":""Representative"",""congressNumber"":100,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":93,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":92,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":91,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""IL"",""parties"":[""Republican""]}]"
"C000880","Michael","Crapo","Dean","Michael","Crapo","Dean",,,,,"1951",,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false}]"
"C001086","Chip","Cravaack",,"Chip","Cravaack",,,,,,"1959",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""MN"",""parties"":[""Republican""]}]"
"C001087","Rick","Crawford",,"Rick","Crawford",,,,,,"1966",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false}]"
"C000903","Frank","Cremeans",,"Frank","Cremeans",,,,,,"1943","2003","[{""position"":""Representative"",""congressNumber"":104,""stateName"":""OH"",""parties"":[""Republican""]}]"
"C001045","Ander","Crenshaw",,"Ander","Crenshaw",,,,,,"1944",,"[{""position"":""Representative"",""congressNumber"":107,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""FL"",""parties"":[""Republican""]}]"
"C001120","Daniel","Crenshaw",,"Daniel","Crenshaw",,,,,,"1984",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false}]"
"C000962","Barbara","Cubin","L.","Barbara","Cubin","L.",,,,,"1946",,"[{""position"":""Representative"",""congressNumber"":104,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""WY"",""parties"":[""Republican""]}]"
"C001048","John","Culberson",,"John","Culberson",,,,,,"1956",,"[{""position"":""Representative"",""congressNumber"":107,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""TX"",""parties"":[""Republican""]}]"
"C000992","John","Cunningham","Edward","John","Cunningham","Edward",,,"III",,"1931",,"[{""position"":""Representative"",""congressNumber"":95,""stateName"":""WA"",""parties"":[""Republican""]}]"
"C000994","Randall","Cunningham",,"Randall","Cunningham",,"Duke",,,,"1941",,"[{""position"":""Representative"",""congressNumber"":105,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""CA"",""parties"":[""Republican""]}]"
"C001107","Carlos","Curbelo",,"Carlos","Curbelo",,,,,,"1980",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""FL"",""parties"":[""Republican""]}]"
"C001114","John","Curtis","R.","John","Curtis","R.",,,,,"1960",,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""UT"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""UT"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":117,""stateName"":""UT"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""UT"",""parties"":[""Republican""],""electionCirca"":false}]"
"D000618","Steve","Daines",,"Steve","Daines",,,,,,"1962",,"[{""position"":""Senator"",""congressNumber"":116,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MT"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MT"",""parties"":[""Republican""],""electionCirca"":false}]"
"D000037","Robert","Daniel","Williams","Robert","Daniel","Williams",,,"Jr.",,"1936","2012","[{""position"":""Representative"",""congressNumber"":93,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""VA"",""parties"":[""Republican""]}]"
"D000044","William","Dannemeyer","Edwin","William","Dannemeyer","Edwin",,,,,"1929","2019","[{""position"":""Representative"",""congressNumber"":96,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""CA"",""parties"":[""Republican""]}]"
"D000065","Harold","Daub","John","Harold","Daub","John","Hal",,"Jr.",,"1941",,"[{""position"":""Representative"",""congressNumber"":97,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""NE"",""parties"":[""Republican""]}]"
"D000626","Warren","Davidson",,"Warren","Davidson",,,,,,"1970",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""OH"",""parties"":[""Republican""],""electionDate"":""2016-06-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":115,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false}]"
"D000606","David","Davis",,"David","Davis",,,,,,"1959",,"[{""position"":""Representative"",""congressNumber"":110,""stateName"":""TN"",""parties"":[""Republican""]}]"
"D000603","Geoffrey","Davis","C.","Geoffrey","Davis","C.","Geoff",,,,"1958",,"[{""position"":""Representative"",""congressNumber"":111,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""KY"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":109,""stateName"":""KY"",""parties"":[""Republican""]}]"
"D000106","Jack","Davis",,"Jack","Davis",,,,,,"1935","2018","[{""position"":""Representative"",""congressNumber"":100,""stateName"":""IL"",""parties"":[""Republican""]}]"
"D000597","Jo","Davis","Ann","Jo","Davis","Ann",,,,,"1950","2007","[{""position"":""Representative"",""congressNumber"":107,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""VA"",""parties"":[""Republican""],""electionCirca"":false}]"
"D000131","Robert","Davis","William","Robert","Davis","William",,,,,"1932","2009","[{""position"":""Representative"",""congressNumber"":96,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""MI"",""parties"":[""Republican""]}]"
"D000619","Rodney","Davis",,"Rodney","Davis",,,,,,"1970",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""IL"",""parties"":[""Republican""],""electionCirca"":false}]"
"D000136","Thomas","Davis","M.","Thomas","Davis","M.",,,"III",,"1949",,"[{""position"":""Representative"",""congressNumber"":104,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""VA"",""parties"":[""Republican""]}]"
"D000168","John","Deal","Nathan","John","Deal","Nathan",,,,,"1942",,"[{""position"":""Representative"",""congressNumber"":106,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""GA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":105,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""GA"",""parties"":[""Democrat""]}]"
"D000183","Huey","Deckard","Joel","Huey","Deckard","Joel",,,,,"1942","2016","[{""position"":""Representative"",""congressNumber"":96,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""IN"",""parties"":[""Republican""]}]"
"D000217","Thomas","Delay","Dale","Thomas","Delay","Dale",,,,,"1947",,"[{""position"":""Representative"",""congressNumber"":99,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""TX"",""parties"":[""Republican""]}]"
"D000595","James","Demint","W.","James","Demint","W.",,,,,"1951",,"[{""position"":""Representative"",""congressNumber"":106,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""SC"",""parties"":[""Republican""]}]"
"D000231","Lawrence","Denardis","Joseph","Lawrence","Denardis","Joseph",,,,,"1938","2018","[{""position"":""Representative"",""congressNumber"":97,""stateName"":""CT"",""parties"":[""Republican""]}]"
"D000612","Jeff","Denham",,"Jeff","Denham",,,,,,"1967",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Republican""]}]"
"D000604","Charles","Dent","W.","Charles","Dent","W.",,,,,"1960",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":112,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""PA"",""parties"":[""Republican""]}]"
"D000269","Edward","Derwinski","Joseph","Edward","Derwinski","Joseph",,,,,"1926","2012","[{""position"":""Representative"",""congressNumber"":86,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":87,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":88,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":89,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":90,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":91,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":92,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":93,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""IL"",""parties"":[""Republican""]}]"
"D000621","Ron","Desantis",,"Ron","Desantis",,,,,,"1978",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false}]"
"D000616","Scott","Desjarlais",,"Scott","Desjarlais",,,,,,"1964",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""TN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""TN"",""parties"":[""Republican""],""electionCirca"":false}]"
"D000279","Samuel","Devine","Leeper","Samuel","Devine","Leeper",,,,,"1915","1997","[{""position"":""Representative"",""congressNumber"":92,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":88,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":89,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":87,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":91,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":93,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":86,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":90,""stateName"":""OH"",""parties"":[""Republican""]}]"
