,year,state,previous_winner_age,incumbent,incumbency_count,avg_dem_margin_4,avg_total_votes_4,party_flips_4,dem_margin
1733,1988,ID,41.0,Republican,4,-0.21453530723736702,190289.75,0,-0.315705744129137
1989,1990,ID,43.0,None,0,-0.2749044072150043,187291.5,0,0.060127134488346
2242,1992,ID,44.0,Democrat,1,-0.24137295035979295,187240.25,1,0.215555593875017
3642,2002,ID,58.0,Republican,0,-0.096948152408609,213950.0,2,-0.20135116311464
3903,2004,ID,60.0,Republican,0,-0.06835950715498476,212815.75,1,-0.39095546051596
4808,2010,ID,66.0,Democrat,0,-0.2319902988186206,276252.25,1,-0.10551483145477
5149,2012,ID,43.0,Republican,1,-0.1714266082151476,268888.0,2,-0.343443871019902
5479,2014,ID,45.0,Republican,2,-0.20694978519146306,292848.0,2,-0.300207826783847
5781,2016,ID,47.0,Republican,3,-0.18426287675843483,273415.0,1,-0.363632269830905
379,1978,ID,46.0,Republican,1,-0.0116457947744153,166412.0,0,-0.146134209384844
680,1980,ID,48.0,Republican,2,-0.07889000207962965,153521.5,0,-0.176310994128366
957,1982,ID,50.0,Republican,3,-0.11136366609587511,168201.0,0,-0.0452701565917461
1215,1984,ID,52.0,Republican,0,-0.09484028871984286,166271.0,0,0.0006571178711357
1486,1986,ID,44.0,Democrat,1,-0.09176456055845511,175267.75,1,0.087079229596493
1734,1988,ID,46.0,Democrat,2,-0.03346120081312085,187500.75,1,0.3044621830749
1990,1990,ID,48.0,Democrat,3,0.08673209348769564,187156.25,1,0.272401526757199
2243,1992,ID,50.0,None,0,0.16615001432493193,185549.0,0,-0.26367223696284
2512,1994,ID,41.0,Republican,1,0.10006767561643799,190257.5,1,-0.499438727294561
2795,1996,ID,43.0,Republican,2,-0.0465618136063255,190749.0,1,-0.399612022852475
3643,2002,ID,50.0,Republican,1,-0.406539009853209,213802.5,0,-0.402515332981683
3904,2004,ID,52.0,Republican,2,-0.44124978385791974,206837.75,0,-0.414739425278542
4186,2006,ID,54.0,Republican,3,-0.42007495835391506,227414.75,0,-0.28595110426197
4488,2008,ID,56.0,Republican,4,-0.39165972870628873,222522.75,0,-0.420842036215498
4809,2010,ID,58.0,Republican,5,-0.38101197468442327,240642.25,0,-0.476428038256443
5150,2012,ID,60.0,Republican,6,-0.39949015100311325,238853.0,0,-0.303416399850436
5480,2014,ID,62.0,Republican,7,-0.3716593946460867,249958.5,0,-0.227216941290663
5782,2016,ID,64.0,Republican,8,-0.35697585390326003,252106.0,0,-0.363015881446858
6677,2022,ID,70.0,Republican,1,-0.30779814418281976,302151.0,0,-0.271820816708827
380,1978,IL,66.0,None,0,0.851629270575161,136779.0,0,0.173087116776174
681,1980,IL,66.0,None,0,0.5123581936756675,108950.0,0,0.909600549424223
958,1982,IL,58.0,Democrat,1,0.6447723122585193,114374.0,0,0.945678205352162
1735,1988,IL,68.0,Democrat,1,0.7390840947904935,127688.0,0,0.920961153571554
1991,1990,IL,70.0,Democrat,2,0.9260526039893384,150127.25,0,0.875313667540289
2244,1992,IL,72.0,None,0,0.917480883518355,145721.25,0,0.656105195262573
2513,1994,IL,46.0,Democrat,1,0.8450876309959577,164533.75,0,0.514678948502478
2796,1996,IL,48.0,Democrat,2,0.7417647412192234,169924.75,0,0.742978203381681
3084,1998,IL,50.0,Democrat,3,0.6972690036717553,177121.25,0,0.783594314198651
3354,2000,IL,52.0,Democrat,4,0.6743391653363457,192801.5,0,0.756200748269499
3644,2002,IL,54.0,Democrat,5,0.6993630535880773,178670.25,0,0.667017065151752
3905,2004,IL,56.0,Democrat,6,0.7374475827503957,186253.25,0,0.697218232519434
4187,2006,IL,58.0,Democrat,7,0.726007590034834,198824.5,0,0.681196145092216
4489,2008,IL,60.0,Democrat,8,0.7004080477582252,199851.5,0,0.717307118354293
4810,2010,IL,62.0,Democrat,9,0.6906846402794238,218654.25,0,0.670245684043219
5151,2012,IL,64.0,Democrat,10,0.6914917950022905,218299.0,0,0.476447982346506
5481,2014,IL,66.0,Democrat,11,0.6362992324590584,236022.5,0,0.461761937148957
5783,2016,IL,68.0,Democrat,12,0.5814406804732437,247920.0,0,0.481931525324992
6094,2018,IL,70.0,Democrat,13,0.5225967822159185,259034.25,0,0.576251455180442
6401,2020,IL,72.0,Democrat,14,0.49909822500022427,274808.5,0,0.476708619257162
381,1978,IL,44.0,Democrat,1,0.693522423403887,150334.0,0,0.758634930985762
682,1980,IL,46.0,None,0,0.7260786771948244,121172.0,0,0.763204913076855
959,1982,IL,55.0,Democrat,1,0.7384540891555013,129847.66666666667,0,0.744020012755655
1216,1984,IL,57.0,Democrat,2,0.7398455700555397,137760.0,0,0.659587424017435
1488,1986,IL,59.0,Democrat,3,0.7313618202089268,146980.0,0,0.676583598638709
1736,1988,IL,61.0,Democrat,4,0.7108489871221635,153581.75,0,0.654898346370454
1992,1990,IL,63.0,Democrat,5,0.6837723454455632,158553.75,0,0.564306252741362
2245,1992,IL,65.0,None,0,0.6388439054419899,143828.25,0,0.702131229290072
3355,2000,IL,33.0,Democrat,1,0.6816395429480425,162328.25,0,0.796774901608466
3645,2002,IL,35.0,Democrat,2,0.7171086817575456,169531.75,0,0.646030107059399
4490,2008,IL,41.0,Democrat,1,0.7508494811398438,177928.25,0,0.788291609235931
4811,2010,IL,43.0,Democrat,2,0.7466167976012563,206856.5,0,0.70678961648041
5784,2016,IL,58.0,Democrat,1,0.7053339786722355,207050.0,0,0.59615240966719
6095,2018,IL,60.0,Democrat,2,0.6655294379637258,238995.0,0,0.621111068603322
6402,2020,IL,62.0,Democrat,3,0.6237343028055735,227614.5,0,0.576282219045893
6678,2022,IL,64.0,Democrat,4,0.5911074534469443,257986.75,0,0.342550495996175
382,1978,IL,32.0,Democrat,1,0.185396744007179,195025.0,0,0.303837219599589
683,1980,IL,34.0,Democrat,2,0.24461698180338398,170912.0,0,0.378080486654152
960,1982,IL,36.0,Democrat,3,0.28910481675364,180354.0,0,0.480035979941721
1217,1984,IL,38.0,Democrat,4,0.3368376075506603,181680.25,0,0.288187221730516
1489,1986,IL,40.0,Democrat,5,0.36253522698149443,188569.25,0,0.323532625813958
2514,1994,IL,55.0,Democrat,1,0.340544609983855,204775.0,0,0.0832179971380985
2797,1996,IL,57.0,Democrat,2,0.24134011428294935,200989.25,0,0.342222570180117
4189,2006,IL,38.0,Democrat,1,0.3556575254386444,198066.25,0,0.541955805505606
4491,2008,IL,40.0,Democrat,2,0.4703419775305212,196867.75,0,0.548387965027342
4812,2010,IL,42.0,Democrat,3,0.5218833262423275,201505.25,0,0.483023518668702
5152,2012,IL,44.0,Democrat,4,0.514728212314598,192529.25,0,0.369676652150444
5483,2014,IL,46.0,Democrat,5,0.4857609853380235,197907.25,0,0.291244367034365
383,1978,IL,50.0,Republican,1,-0.315764790194498,189771.0,0,-0.337388385744532
684,1980,IL,52.0,Republican,2,-0.326576587969515,165497.0,0,-0.359349840091708
961,1982,IL,54.0,None,0,-0.33750100534357935,185061.66666666666,0,-0.0924913625012828
1218,1984,IL,65.0,Republican,1,-0.2762485946330052,175337.5,0,-0.279556048368026
1490,1986,IL,67.0,None,0,-0.2671964091763872,175467.5,0,-0.0319213110358926
1737,1988,IL,51.0,Republican,0,-0.19082964049922735,170000.75,0,0.005723729513841
1993,1990,IL,57.0,Democrat,1,-0.0995612480978401,159334.25,1,0.184085547078469
2247,1992,IL,59.0,None,0,-0.030417020702902163,155430.0,1,0.551412448759069
2515,1994,IL,39.0,Democrat,1,0.1773251035788716,137008.75,1,0.504373459624027
3907,2004,IL,49.0,Democrat,1,0.6029244564203748,80893.75,0,0.741705944454143
4190,2006,IL,51.0,Democrat,2,0.6504978303441433,81816.5,0,0.716804597136613
4492,2008,IL,53.0,Democrat,3,0.7036056147222898,86657.25,0,0.750702045070905
4813,2010,IL,55.0,Democrat,4,0.722557275002722,102602.25,0,0.68764002987304
5153,2012,IL,57.0,Democrat,5,0.7242131541336753,101319.0,0,0.660085355596399
5484,2014,IL,59.0,Democrat,6,0.7038080069192393,111371.0,0,0.562936514164639
6403,2020,IL,62.0,Democrat,1,0.6605912401517064,125905.5,0,0.681076785626097
384,1978,IL,65.0,Democrat,1,0.538905939700307,155092.0,0,0.679976851851852
685,1980,IL,67.0,Democrat,2,0.6094413957760795,136298.0,0,0.592791008268431
962,1982,IL,69.0,None,0,0.6038912666068633,135291.33333333334,0,0.508341249718086
1219,1984,IL,45.0,Democrat,1,0.580003762384669,138048.75,0,0.27123656875723
1491,1986,IL,47.0,Democrat,2,0.5130864196488998,141202.25,0,0.407221596532542
1738,1988,IL,49.0,Democrat,3,0.44489760581907223,141127.25,0,0.225541111365795
1994,1990,IL,51.0,Democrat,4,0.35308513159341326,145981.5,0,0.363665758233637
2798,1996,IL,32.0,Republican,0,0.22695462327105104,129134.25,1,0.282447412062495
3087,1998,IL,40.0,Democrat,1,0.19576107715353933,145661.25,2,0.479435966776125
3908,2004,IL,43.0,Democrat,1,0.2674942080454493,150913.0,1,0.523589669600346
4191,2006,IL,45.0,Democrat,2,0.4205441187074783,168297.25,0,0.559934228929719
5154,2012,IL,52.0,Democrat,1,0.4878900910150388,163579.0,0,0.393854551443428
5485,2014,IL,54.0,Democrat,2,0.487177872278159,189203.0,0,0.347476174484987
5785,2016,IL,56.0,Democrat,3,0.4431494984993192,180399.0,0,0.423387636091271
6098,2018,IL,58.0,Democrat,4,0.40901285028970724,218522.75,0,0.533300373308112
6404,2020,IL,60.0,Democrat,5,0.4245046838319495,251480.5,0,0.453193164346148
6679,2022,IL,62.0,Democrat,6,0.4393393370576295,275691.25,0,0.414226003383794
686,1980,IL,54.0,Republican,1,-0.323753567741544,131736.0,0,-0.339442084272585
963,1982,IL,56.0,Republican,2,-0.3315978260070645,158140.0,0,-0.367999720582585
1220,1984,IL,58.0,Republican,3,-0.3437317908655713,153145.0,0,-0.501915928211148
1492,1986,IL,60.0,Republican,4,-0.3832778252019655,167248.5,0,-0.507692307692308
1739,1988,IL,62.0,Republican,5,-0.42926251018965655,166879.5,0,-0.473617987888334
1995,1990,IL,64.0,Republican,6,-0.46280648609359376,172800.75,0,-0.333794486909003
2248,1992,IL,66.0,Republican,7,-0.45425517767519824,173153.25,0,-0.310115125049623
2517,1994,IL,68.0,Republican,8,-0.406304976884817,183738.5,0,-0.513659235606274
2799,1996,IL,70.0,Republican,9,-0.40779670886330854,189380.25,0,-0.316060991610672
3088,1998,IL,72.0,Republican,10,-0.368407459793893,187625.0,0,-0.382003479682247
3357,2000,IL,74.0,Republican,11,-0.38045970798720397,191861.0,0,-0.178805253595158
3648,2002,IL,76.0,Republican,12,-0.3476322401235878,185437.75,0,-0.301808226741511
3909,2004,IL,78.0,Republican,13,-0.294669487907397,190699.0,0,-0.116582765886836
4192,2006,IL,80.0,None,0,-0.244799931476438,202921.25,0,-0.0270294570506985
4493,2008,IL,45.0,Republican,1,-0.15605642581855086,207032.5,0,-0.151409231918976
4815,2010,IL,47.0,Republican,2,-0.14920742039950538,214709.0,0,-0.272900158478605
5155,2012,IL,49.0,Republican,3,-0.14198040333377887,216199.75,0,-0.184427021209399
5486,2014,IL,51.0,Republican,4,-0.15894146716441962,235207.75,0,-0.342707076799357
5786,2016,IL,53.0,Republican,5,-0.23786087210158424,250407.25,0,-0.184480300784334
6099,2018,IL,55.0,Republican,0,-0.24612863931792375,274215.5,0,0.0715051070547732
6405,2020,IL,47.0,Democrat,1,-0.1600273229345792,308118.25,1,0.0751531428226561
6680,2022,IL,49.0,Democrat,2,-0.09513228192656543,326003.0,1,0.0872142374669041
386,1978,IL,45.0,Democrat,1,0.695387778236769,104093.0,0,0.726013148595127
687,1980,IL,47.0,Democrat,2,0.710700463415948,89541.0,0,0.701563280444648
964,1982,IL,49.0,Democrat,3,0.707654735758848,91059.66666666667,0,0.729060733551867
1221,1984,IL,51.0,Democrat,4,0.7130062352071027,107037.75,0,0.567262758524962
1493,1986,IL,53.0,Democrat,5,0.6809749802791509,124240.5,0,0.623399155755885
2249,1992,IL,59.0,Democrat,1,0.6295561114188257,134953.0,0,0.675958140238452
2518,1994,IL,61.0,Democrat,2,0.616280463090472,150749.25,0,0.591190792386011
2800,1996,IL,63.0,None,0,0.6222624715557342,136890.25,0,0.691859577283962
3649,2002,IL,59.0,Democrat,1,0.6694165204686731,175865.25,0,0.690220754474215
3910,2004,IL,61.0,Democrat,2,0.6729821740276138,162129.25,0,0.722648946778013
4193,2006,IL,63.0,Democrat,3,0.7058467126256143,196946.25,0,0.734088843100418
4494,2008,IL,65.0,Democrat,4,0.7164040290797282,193996.5,0,0.700350773254533
4816,2010,IL,67.0,Democrat,5,0.7118273294017948,215444.0,0,0.670328445388221
5156,2012,IL,69.0,Democrat,6,0.7068542521302963,219496.0,0,0.770241507091875
5487,2014,IL,71.0,Democrat,7,0.7187523922087617,223788.25,0,0.701905880029406
5787,2016,IL,73.0,Democrat,8,0.7107066514410088,228105.25,0,0.684790866855372
6100,2018,IL,75.0,Democrat,9,0.7068166748412186,233267.5,0,0.752301588268499
6406,2020,IL,77.0,Democrat,10,0.7273099605612879,249973.0,0,0.715310568725432
2519,1994,IL,62.0,Republican,1,0.22589264923834848,180206.5,1,-0.298581826477969
2801,1996,IL,64.0,Republican,2,0.05106782399957599,165430.66666666666,1,-0.266039409208694
3089,1998,IL,66.0,Republican,3,-0.02820898430249151,174530.75,1,-0.372905910862923
3359,2000,IL,68.0,Republican,4,-0.27414088583235874,179718.0,0,-0.219776961258299
3650,2002,IL,70.0,Republican,5,-0.28932602695197124,180565.25,0,-0.148576560719947
3911,2004,IL,72.0,Republican,0,-0.25182471051246574,188070.75,0,0.0339912645667602
4194,2006,IL,42.0,Democrat,1,-0.17681704206860221,205211.25,1,0.0725836564699124
4495,2008,IL,44.0,Democrat,2,-0.06544465023539335,210766.0,1,0.214408256492683
4817,2010,IL,46.0,Democrat,0,0.04310165420235215,226473.5,1,-0.0014800449117076
5157,2012,IL,49.0,Republican,0,0.07987578315441199,233983.25,1,0.0948432904125901
5488,2014,IL,44.0,Democrat,1,0.09508878961586947,222651.5,2,0.114527062811143
387,1978,IL,67.0,Democrat,1,0.443045765791358,168969.0,0,0.506556756384663
688,1980,IL,69.0,Democrat,2,0.4748012610880105,142592.5,0,0.4616255221659
965,1982,IL,71.0,Democrat,3,0.4704093481139737,143657.33333333334,0,0.350622136455657
1222,1984,IL,73.0,Democrat,4,0.44046254519939454,149976.5,0,0.350903530201593
1494,1986,IL,75.0,Democrat,5,0.4174269863019533,161357.25,0,0.432767104663469
1740,1988,IL,77.0,Democrat,6,0.3989795733716548,164666.5,0,0.334563727010094
1997,1990,IL,79.0,Democrat,7,0.3672141245827033,179016.5,0,0.4242705844175
2251,1992,IL,81.0,Democrat,8,0.38562623657316397,170680.0,0,0.43118637517457
2520,1994,IL,83.0,Democrat,9,0.4056969478164082,173982.5,0,0.32197195129636
2802,1996,IL,85.0,Democrat,10,0.377998159474631,177325.0,0,0.268030721840863
3090,1998,IL,87.0,None,0,0.36136490818232325,175548.75,0,0.526654684912896
3360,2000,IL,54.0,Democrat,1,0.3869609333061723,176983.25,0,0.528516319549146
3651,2002,IL,56.0,Democrat,2,0.41129341939981623,168144.25,0,0.447303734697985
3912,2004,IL,58.0,Democrat,3,0.4426263652502225,173425.75,0,0.514858458972331
4195,2006,IL,60.0,Democrat,4,0.5043332995330895,182259.5,0,0.491736992289478
4496,2008,IL,62.0,Democrat,5,0.495603876377235,188105.5,0,0.544936974879108
5489,2014,IL,68.0,Democrat,1,0.46952647448477197,231365.25,0,0.321561129231807
5788,2016,IL,70.0,Democrat,2,0.421202142049641,226857.0,0,0.329674229630174
6101,2018,IL,72.0,Democrat,3,0.380686451384815,267393.5,0,0.469724574738851
6407,2020,IL,74.0,Democrat,4,0.36188335134975075,281096.0,0,0.419644066419265
6681,2022,IL,76.0,Democrat,5,0.3851510000050242,299940.25,0,0.433880174031054
388,1978,IL,50.0,Democrat,1,0.0009418622631872,213407.0,0,0.0036453776611256
689,1980,IL,52.0,None,0,0.0022936199621564,195857.5,0,-0.214802725889332
966,1982,IL,45.0,Republican,1,-0.0700718286550064,206143.33333333334,1,-0.179605498326455
1223,1984,IL,47.0,Republican,2,-0.09745524607286855,193073.75,1,-0.452408129241874
1495,1986,IL,49.0,Republican,3,-0.21079274394913386,192506.75,1,-0.502403020940611
1741,1988,IL,51.0,Republican,4,-0.337304843599568,177059.75,0,-0.44960814975355
1998,1990,IL,53.0,Republican,5,-0.3960061995656225,175057.5,0,-0.375168476968207
2252,1992,IL,55.0,Republican,6,-0.4448969442260605,174430.25,0,-0.290196567344055
2521,1994,IL,57.0,Republican,7,-0.4043440537516057,181803.0,0,-0.501015841907562
2803,1996,IL,59.0,Republican,8,-0.4039972589933435,190941.75,0,-0.381847511505432
3652,2002,IL,41.0,Republican,1,-0.29922061920469767,210495.25,0,-0.376173686941914
3913,2004,IL,43.0,Republican,2,-0.3207148991041624,197065.5,0,-0.282876358366671
4196,2006,IL,45.0,Republican,3,-0.26618002821893966,227974.5,0,-0.0675100268536698
4497,2008,IL,47.0,Republican,4,-0.1875956570559991,225833.75,0,-0.0511779933941729
4818,2010,IL,49.0,None,0,-0.19443451638910694,239271.75,0,-0.0216093406618935
5159,2012,IL,41.0,Republican,0,-0.10579342981910181,246351.75,0,0.012576856466531
5490,2014,IL,51.0,Democrat,0,-0.031930126110801295,243287.5,1,-0.0259501517677739
5789,2016,IL,45.0,Republican,0,-0.021540157339327324,239517.75,2,0.0521033674860999
6102,2018,IL,55.0,Democrat,1,0.004280182880740875,238195.75,3,0.311802366506888
389,1978,IL,61.0,Democrat,1,0.347878968401718,201435.0,0,0.474519221305828
690,1980,IL,63.0,Democrat,2,0.41119909485377304,176922.0,0,0.396058369771233
967,1982,IL,65.0,Democrat,3,0.40615218649292634,175809.0,0,0.451147413876654
1224,1984,IL,67.0,Democrat,4,0.4174009933388583,178287.25,0,0.25217840490464
1496,1986,IL,69.0,Democrat,5,0.39347585246458877,183100.75,0,0.413909101122853
1742,1988,IL,71.0,Democrat,6,0.37832332241884503,182826.25,0,0.290165587881043
1999,1990,IL,73.0,Democrat,7,0.3518501269462975,190491.0,0,0.0914069665397584
2253,1992,IL,75.0,None,0,0.2619150151120736,181948.75,0,0.113164807787969
4819,2010,IL,50.0,Democrat,0,0.1880716602026701,223575.5,0,-0.146979260595131
5160,2012,IL,32.0,None,0,0.0787854480836266,228796.75,1,0.171388569900423
5491,2014,IL,57.0,Democrat,1,0.09878084892379276,254477.5,2,0.069239175835808
5790,2016,IL,59.0,Democrat,2,0.08779944093575251,237358.5,2,0.208957336168638
6103,2018,IL,61.0,Democrat,3,0.0756514553274345,232436.75,1,0.276816016508243
6408,2020,IL,63.0,Democrat,4,0.181600274603278,233096.25,0,0.26597129136789
6682,2022,IL,65.0,Democrat,5,0.20524595497014475,246368.25,0,0.129060213971337
390,1978,IL,46.0,Republican,1,-0.456764312396005,208543.0,0,-0.590806682646282
691,1980,IL,48.0,Republican,2,-0.5237854975211436,173735.0,0,-0.481772073864432
968,1982,IL,50.0,Republican,3,-0.5097810229689064,199093.0,0,-0.36635728109325
1225,1984,IL,52.0,Republican,4,-0.4739250874999923,180968.5,0,-0.555994325245345
1497,1986,IL,54.0,Republican,5,-0.4987325907123273,180112.5,0,-0.55426776051667
1743,1988,IL,56.0,Republican,6,-0.48959786017992424,174025.75,0,-0.503638719968099
2522,1994,IL,43.0,Democrat,1,-0.2972523515990707,194314.5,1,0.318392822313244
2804,1996,IL,45.0,Democrat,2,-0.07865556470942346,181487.25,1,0.458518680570748
3091,1998,IL,47.0,Democrat,3,0.17454104556243102,204266.0,1,0.207230901620469
3914,2004,IL,53.0,Democrat,1,0.3422623141036965,178634.75,0,0.412886709582125
4820,2010,IL,59.0,Democrat,1,0.37179389691324777,230986.5,0,0.241790311184837
5791,2016,IL,54.0,Republican,1,0.25619007809575045,240532.0,1,-0.155426854552005
6104,2018,IL,56.0,Republican,2,0.114111687062218,243677.75,1,-0.0637203873694836
6409,2020,IL,58.0,Republican,3,-0.022356190915170902,235261.5,1,-0.208618678973748
6683,2022,IL,60.0,Republican,4,-0.13495843845481714,267036.0,0,-0.500010303259264
391,1978,IL,68.0,Republican,1,-0.375848730117929,159503.0,0,-0.223277796343152
692,1980,IL,70.0,Republican,2,-0.2995632632305405,132119.0,0,-0.433081854258427
969,1982,IL,72.0,None,0,-0.344069460239836,149228.66666666666,0,-0.395734888757629
1226,1984,IL,55.0,None,0,-0.35698581736928425,152553.5,0,-0.340013433889111
2000,1990,IL,59.0,Republican,1,-0.39301102114838177,207654.5,0,-0.316087619717272
2255,1992,IL,61.0,Republican,2,-0.363762462513093,205880.75,0,-0.367111294148153
2523,1994,IL,63.0,Republican,3,-0.356606563860724,230809.25,0,-0.462313478923192
2805,1996,IL,65.0,Republican,4,-0.3871815751192443,214508.0,0,-0.198684967674238
3092,1998,IL,67.0,None,0,-0.33604934011571375,211240.0,0,-0.220311663087497
3362,2000,IL,61.0,Republican,1,-0.31210535095827,217093.5,0,-0.323548548377155
3654,2002,IL,63.0,Republican,2,-0.3012146645155205,224537.5,0,-0.405190947310123
3915,2004,IL,65.0,Republican,3,-0.2869340316122532,231686.0,0,-0.300465767998236
4197,2006,IL,67.0,Republican,4,-0.31237923169325277,249677.0,0,-0.166708084218938
4500,2008,IL,69.0,Republican,5,-0.298978336976113,251042.0,0,-0.101907297193575
4821,2010,IL,71.0,Republican,6,-0.243568024180218,260117.0,0,-0.276205576038219
5161,2012,IL,73.0,None,0,-0.211321681362242,270066.5,0,-0.0036694425523499
5493,2014,IL,42.0,Republican,1,-0.13712260000077048,261256.0,0,-0.173118627301781
5792,2016,IL,44.0,Republican,2,-0.13872523577148121,262517.25,0,-0.193298854303835
6105,2018,IL,46.0,Republican,3,-0.16157312504904622,259036.25,0,-0.0075948245957176
6410,2020,IL,48.0,Republican,4,-0.09442043718842087,267176.5,0,-0.0892586353413148
392,1978,IL,49.0,Republican,1,-0.488504994061231,236581.0,0,-0.501349736690711
693,1980,IL,51.0,Republican,2,-0.49492736537597104,197380.0,0,-0.535842490911917
4501,2008,IL,64.0,None,0,-0.369062054430301,209463.25,0,0.154960022675101
4822,2010,IL,53.0,Democrat,0,-0.204984614588848,250182.75,1,-0.0650383386884283
5162,2012,IL,44.0,Republican,0,-0.08728357653297582,236984.5,2,-0.176357988302854
5494,2014,IL,46.0,Republican,1,-0.07055299524473133,257792.25,2,-0.308275210367637
5793,2016,IL,48.0,Republican,2,-0.09867787867095458,264063.75,1,-0.186097480900452
6106,2018,IL,50.0,Republican,0,-0.18394225456484284,268323.75,0,0.0500371804750352
6411,2020,IL,32.0,Democrat,1,-0.15517337477397694,289870.0,1,0.0134000259323167
6684,2022,IL,34.0,Democrat,2,-0.10773387121518428,314642.5,1,0.0832234395076757
1228,1984,IL,46.0,Republican,1,-0.326731547735583,158341.0,0,-0.464510932558002
2524,1994,IL,57.0,Republican,1,-0.353407698651913,199185.25,0,-0.363004050560004
2806,1996,IL,59.0,Republican,2,-0.3624758243580183,199532.75,0,-0.146643042580205
3093,1998,IL,61.0,Republican,3,-0.283008851863569,201400.75,0,-0.231535240300279
3916,2004,IL,56.0,Republican,1,-0.2739848947128168,184726.25,0,-0.221050322377193
4199,2006,IL,58.0,Republican,2,-0.23849646266711402,217728.25,0,-0.151773609091133
4502,2008,IL,60.0,Republican,3,-0.23977910429484603,215666.0,0,-0.283787399576007
4823,2010,IL,62.0,Republican,4,-0.25284214411377803,246217.25,0,-0.286414266453071
5163,2012,IL,64.0,None,0,-0.235756399374351,249737.75,0,-0.372121478843891
5495,2014,IL,54.0,Republican,1,-0.2735241884910255,251787.25,0,-0.498463451781224
393,1978,IL,54.0,Republican,1,-0.358364126754037,168326.0,0,-0.309504107555684
694,1980,IL,56.0,None,0,-0.33393411715486054,142774.5,0,-0.34840637349147
971,1982,IL,41.0,Republican,1,-0.338758202600397,160892.66666666666,0,-0.144149678145916
1229,1984,IL,43.0,Republican,2,-0.29010607148677675,159740.0,0,-0.168550431511801
1498,1986,IL,45.0,Republican,3,-0.24265264767621775,172292.0,0,-0.337206710338034
1746,1988,IL,47.0,Republican,4,-0.24957829837180528,177753.5,0,-0.278561325922827
2001,1990,IL,49.0,None,0,-0.2321170364796445,178670.25,0,0.0917156263554276
2257,1992,IL,43.0,Democrat,0,-0.1731507103543086,177641.25,1,-0.11265398936482
2525,1994,IL,48.0,Republican,1,-0.15917659981756335,186993.5,2,-0.412727294636509
2807,1996,IL,50.0,Republican,2,-0.1780567458921821,193719.75,2,-0.205823812571789
3656,2002,IL,56.0,Republican,1,-0.26651669434518627,229242.5,0,-0.412287437707531
3917,2004,IL,58.0,Republican,2,-0.341425056430864,212463.5,0,-0.381667466751408
4200,2006,IL,60.0,Republican,3,-0.33366009945958874,244920.5,0,-0.32833783140181
4503,2008,IL,62.0,Republican,4,-0.36428860416709397,235138.5,0,-0.255679959826487
4824,2010,IL,64.0,Republican,5,-0.344493173921809,244071.5,0,-0.353643019340694
5164,2012,IL,66.0,None,0,-0.3298320693300998,247948.75,0,-0.236281410452583
5496,2014,IL,34.0,Republican,1,-0.2934855552553935,247520.75,0,-0.412425528780191
6412,2020,IL,40.0,Republican,1,-0.29620985354340723,242861.75,0,-0.294323262911353
6685,2022,IL,42.0,None,0,-0.281379914436072,276315.75,0,-0.326555818839656
394,1978,IL,59.0,Republican,1,-0.164252823296375,194365.0,0,-0.412429378531073
695,1980,IL,61.0,Republican,2,-0.288341100913724,164000.0,0,-0.31657518405534
1499,1986,IL,33.0,Democrat,1,-0.189953326421391,186363.25,1,0.112939046390913
1747,1988,IL,35.0,Democrat,2,-0.120655358999569,176157.75,1,0.297363640826747
2002,1990,IL,37.0,Democrat,3,0.05679289583988599,193671.5,1,0.330300699938739
2258,1992,IL,39.0,Democrat,4,0.21851186683840573,184254.25,0,0.202014218009479
2526,1994,IL,41.0,Democrat,5,0.23565440129146953,192656.75,0,0.0906323841563539
2808,1996,IL,43.0,Democrat,6,0.23007773573282975,197966.75,0,0.0469709659408152
3094,1998,IL,45.0,Democrat,7,0.16747956701134678,204356.25,0,0.0311843460350154
3364,2000,IL,47.0,Democrat,8,0.09270047853541587,214545.75,0,0.0979543976100801
3657,2002,IL,49.0,Democrat,9,0.06668552343556615,209894.5,0,0.248384181678879
3918,2004,IL,51.0,Democrat,10,0.10612347281619743,217101.75,0,0.213521126760563
4201,2006,IL,53.0,None,0,0.14776101302113437,230789.75,0,0.143469227481037
5165,2012,IL,46.0,Republican,0,0.12617879765877174,219708.75,1,0.0655787771307203
5497,2014,IL,51.0,Democrat,1,0.08047744652173207,240841.25,2,0.109232737214377
5794,2016,IL,53.0,Democrat,2,0.05440534913518558,219677.5,2,0.206160212911227
6109,2018,IL,55.0,Democrat,3,0.07007809549273307,241148.0,1,0.241868299753209
6413,2020,IL,57.0,Democrat,4,0.15571000675238333,251076.0,0,0.0405103476793587
395,1978,IL,53.0,Republican,1,-0.154577032009833,187130.0,0,-0.317593869731801
696,1980,IL,55.0,Republican,2,-0.236085450870817,158815.0,0,-0.242981309891502
972,1982,IL,57.0,Republican,3,-0.23838407054437868,173220.66666666666,0,-0.0324611658460837
1231,1984,IL,59.0,Republican,4,-0.18690334436980494,177087.25,0,-0.221005348168936
1500,1986,IL,61.0,Republican,5,-0.20351042340958067,186071.5,0,-0.25210602831936
1748,1988,IL,63.0,Republican,6,-0.18713846305647042,191106.25,0,-0.0941349099755761
2527,1994,IL,69.0,None,0,-0.1806754042615875,213468.25,0,-0.209446434879144
2809,1996,IL,49.0,Republican,1,-0.17778567593913952,207244.0,0,-0.18506312028254
