,year,state,previous_winner_age,incumbent,incumbency_count,avg_dem_margin_4,avg_total_votes_4,party_flips_4,dem_margin
318,1978,AL,51.0,Republican,1,-0.152094245860435,156357.0,0,-0.0800167808698084
4707,2010,AL,56.0,Democrat,0,-0.0629138211705863,180365.0,1,-0.0218754290421491
5054,2012,AL,34.0,Republican,1,-0.030359116966014822,195903.25,2,-0.273188735313713
5392,2014,AL,36.0,Republican,2,-0.07865210557699098,240007.75,2,-0.348109300038738
5689,2016,AL,38.0,Republican,3,-0.1592338392190281,239233.5,1,-0.0923048891588217
6000,2018,AL,40.0,Republican,4,-0.18386958838835546,229240.75,0,-0.230051813471503
3021,1998,AL,31.0,Republican,1,0.3862223301020916,193580.5,1,-0.128645905225045
3278,2000,AL,33.0,Republican,2,0.20214858196462837,196665.75,1,-0.236779456647041
4102,2006,AL,39.0,Republican,1,-0.21983326341243764,218037.5,0,-0.405225684380913
4399,2008,AL,41.0,Republican,2,-0.3168189474451235,213256.25,0,-0.497165338751531
6315,2020,AL,53.0,Republican,1,-0.4951828304408378,236302.0,0,-0.646074451681928
6609,2022,AL,55.0,Republican,2,-0.5553950222660915,270033.0,0,-0.720991486759795
1672,1988,AL,49.0,Democrat,1,0.6046891867026585,146167.0,0,0.301414156732545
2438,1994,AL,45.0,Democrat,1,0.46394309600254047,178744.5,0,0.0100788083090379
2715,1996,AL,47.0,Democrat,2,0.30864045924921524,189298.5,0,0.137769735893701
3022,1998,AL,49.0,Democrat,3,0.19856063870189597,199857.25,0,0.394523027591735
3830,2004,AL,55.0,Democrat,1,0.25951514334730097,190348.75,0,0.461045852353677
4708,2010,AL,66.0,None,0,0.3468202222876131,241348.0,0,-0.158713394991626
5056,2012,AL,56.0,Republican,1,0.2085111166417728,249584.5,1,-0.300432709988074
6002,2018,AL,62.0,Republican,1,-0.1897523412789237,282694.25,1,-0.221442804980591
319,1978,AL,48.0,Republican,0,-0.140739456460492,161497.0,0,-0.234138873496069
619,1980,AL,50.0,None,0,-0.1874391649782805,133984.0,0,-0.0409903864588754
900,1982,AL,49.0,Republican,0,-0.13862290547181214,150174.33333333334,0,0.0686048981821493
1162,1984,AL,44.0,Democrat,1,-0.08681595455832178,153819.5,1,0.198711348462176
1425,1986,AL,46.0,Democrat,2,-0.0019532533276547803,168076.0,1,0.457803395777207
1673,1988,AL,48.0,Democrat,3,0.17103231399066424,189341.25,1,0.33764708147977
2716,1996,AL,47.0,Republican,1,0.10316772020881379,203460.0,1,-0.444093412628358
3023,1998,AL,49.0,Republican,2,-0.05753347006381973,211422.5,1,-0.43684371779517
5393,2014,AL,65.0,None,0,-0.472096975871558,242349.25,0,-0.525449404160776
5691,2016,AL,60.0,Republican,1,-0.4580865906907775,237889.0,0,-0.491164724547295
6003,2018,AL,62.0,Republican,2,-0.46985441867051175,257551.25,0,-0.384268079630176
620,1980,AL,44.0,Democrat,1,0.953733837628639,79583.0,0,0.477521483491633
1674,1988,AL,46.0,Democrat,1,0.5422194608097902,142103.66666666666,0,0.364519719623357
1925,1990,AL,48.0,Democrat,2,0.49779452551318193,156439.25,0,0.410693341005156
2169,1992,AL,50.0,None,0,0.36203440135731124,181730.5,0,0.599946786692239
2440,1994,AL,50.0,Democrat,1,0.3926407271574628,185375.75,0,0.538777456877136
2717,1996,AL,52.0,Democrat,2,0.478484326049472,177891.0,0,0.447627825184196
5058,2012,AL,45.0,Democrat,1,0.48083851968718927,204045.75,0,0.517977509751759
5066,2012,AR,44.0,Republican,1,-0.0872174049950143,171491.0,0,-0.179264319183011
5400,2014,AR,46.0,Republican,0,-0.13324086208901265,203446.0,0,-0.322780696239624
324,1978,AR,33.0,None,0,0.727695272644825,167599.0,0,-0.0246811850107907
1430,1986,AR,42.0,Democrat,1,0.2555126320586794,163010.0,2,0.514938054554328
1677,1988,AR,44.0,Democrat,2,0.32036898768259153,164774.75,2,0.669160522622601
5067,2012,AR,42.0,Republican,1,0.2608596249732634,192304.25,1,-0.165919117240566
5401,2014,AR,44.0,None,0,0.20349889352762102,211635.5,1,-0.086497461928934
5698,2016,AR,58.0,Republican,1,0.053140014406805505,225755.75,1,-0.226270677057456
6011,2018,AR,60.0,Republican,0,-0.17071778551320874,247119.5,0,-0.0644082816402159
6323,2020,AR,62.0,Republican,1,-0.13577388446679298,258490.0,0,-0.107316324965489
6614,2022,AR,64.0,Republican,0,-0.12112318639802372,273783.0,0,-0.260101676729313
1678,1988,AR,64.0,Republican,1,-0.4947495280478787,183562.66666666666,0,-0.49381209852581
1928,1990,AR,66.0,Republican,2,-0.4945151706673615,191769.5,0,-0.410101624250847
4110,2006,AR,54.0,Republican,1,-0.3159525917167697,226118.0,0,-0.244639764288985
6324,2020,AR,61.0,Republican,1,-0.31025140120240324,223375.75,0,-0.338126585430381
6615,2022,AR,63.0,Republican,2,-0.34031580694541175,237750.25,0,-0.318881921997573
1679,1988,AR,48.0,Democrat,1,0.667724607609945,138319.0,0,0.383883825053696
1929,1990,AR,50.0,Democrat,2,0.5258042163318205,162742.5,0,0.44745729368176
2172,1992,AR,52.0,None,0,0.499688575448467,159326.66666666666,0,-0.0467333867464467
2443,1994,AR,53.0,Republican,1,0.36308308489973856,173476.75,1,-0.0361231705944717
2721,1996,AR,55.0,Republican,2,0.18712114034863442,181106.75,1,-0.270057021280887
3026,1998,AR,57.0,Republican,3,0.02363592876498867,183902.0,1,-0.150442257381338
5402,2014,AR,35.0,None,0,-0.17349050286730816,194222.0,0,-0.116087663891281
6325,2020,AR,51.0,Republican,1,-0.21658433745226552,202239.25,0,-0.433363130079628
6616,2022,AR,53.0,Republican,2,-0.287314555626838,228946.0,0,-0.461098316674185
321,1978,AZ,60.0,Republican,1,-0.169859406192924,164801.0,0,-0.419386451533871
622,1980,AZ,62.0,Republican,2,-0.29462292886339747,139543.5,0,-0.547529462278115
901,1982,AZ,64.0,None,0,-0.3789251066683033,152031.0,0,-0.367050936898379
1164,1984,AZ,46.0,Republican,1,-0.37595656422582224,146617.5,0,-0.561508842602162
1427,1986,AZ,48.0,None,0,-0.4738689233281318,157424.0,0,-0.426851058347756
1675,1988,AZ,43.0,Republican,0,-0.47573507503160306,173485.75,0,-0.442340065696196
3562,2002,AZ,38.0,None,0,-0.38693286503521024,215832.75,0,-0.0376409953107178
3832,2004,AZ,44.0,Republican,1,-0.2559659032123492,205250.25,0,-0.235489876755064
4103,2006,AZ,46.0,Republican,2,-0.20812560781417622,220639.75,0,-0.0872453521460144
4401,2008,AZ,48.0,None,0,-0.11935192942663078,205217.25,0,0.172617277910543
4710,2010,AZ,58.0,Democrat,0,-0.04693973657531329,216460.0,1,-0.0640559493324656
5059,2012,AZ,52.0,None,0,-0.05354347508075026,228048.0,2,0.0388377445339471
5394,2014,AZ,62.0,Democrat,1,0.015038430241502525,227117.25,3,0.0522272761649578
322,1978,AZ,54.0,Democrat,1,0.192830912332203,177819.0,0,0.0725340707090658
623,1980,AZ,56.0,Democrat,2,0.1326824915206344,152197.0,0,0.1806145414046
902,1982,AZ,58.0,Democrat,3,0.1486598414819563,173594.33333333334,0,0.442316564417178
1676,1988,AZ,64.0,Democrat,1,0.30337809138313093,136650.0,0,0.466843851869255
1926,1990,AZ,66.0,Democrat,2,0.4019555366731783,139057.25,0,0.318276144142593
2170,1992,AZ,68.0,None,0,0.4363709373576765,113993.75,0,0.37465706707086
2441,1994,AZ,49.0,Democrat,1,0.419456063021097,121512.5,0,0.312330950034596
2718,1996,AZ,51.0,Democrat,2,0.368027003279326,119918.75,0,0.357677530471648
3024,1998,AZ,53.0,Democrat,3,0.34073542292992426,116059.75,0,0.415191941192486
3281,2000,AZ,55.0,Democrat,4,0.3649643721923975,107227.5,0,0.436184030626196
3563,2002,AZ,57.0,None,0,0.3803461130812315,103496.0,0,-0.242251324454127
3833,2004,AZ,45.0,Republican,1,0.24170054445905073,120043.5,1,-0.212179002882648
4104,2006,AZ,47.0,Republican,2,0.09923641112047674,158018.0,1,-0.202289821680359
4402,2008,AZ,49.0,Republican,3,-0.0551340295977345,194021.75,1,-0.230619401270959
4711,2010,AZ,51.0,Republican,4,-0.22183488757202327,246397.0,0,-0.35257591852037
5060,2012,AZ,53.0,None,0,-0.24941603608858398,270019.0,0,0.0083977250172813
5395,2014,AZ,67.0,Democrat,0,-0.19427185411360168,274908.0,1,-0.0007343315986079
5692,2016,AZ,48.0,Republican,1,-0.1438829815931639,273514.5,2,-0.139169852920213
6004,2018,AZ,50.0,None,0,-0.1210205945054774,270803.0,2,0.0949289826341543
6316,2020,AZ,68.0,Democrat,1,-0.009144369216846329,280307.75,2,0.102304945920403
4403,2008,AZ,57.0,Republican,1,-0.2975579516642455,168562.5,0,-0.124890856103931
4712,2010,AZ,59.0,None,0,-0.24000225314414067,200561.33333333334,0,-0.11878084807436
5061,2012,AZ,34.0,None,0,-0.20969690187669549,198995.75,0,0.222210499531437
5396,2014,AZ,64.0,Democrat,1,-0.05929820410868951,201273.5,1,0.115034921486534
5693,2016,AZ,66.0,Democrat,2,0.02339342920992001,181091.5,1,0.995552727638056
6005,2018,AZ,68.0,Democrat,3,0.30350432514541675,152278.0,1,0.277309239184929
6317,2020,AZ,70.0,Democrat,4,0.402526846960239,148582.75,0,0.291468553237695
6612,2022,AZ,72.0,None,0,0.41984136038680353,175759.25,0,0.539603328749451
323,1978,AZ,56.0,Republican,1,-0.0038741520240962,185589.0,0,-0.301995997963121
624,1980,AZ,58.0,Republican,2,-0.1529350749936086,162509.0,0,-0.252707470201352
903,1982,AZ,60.0,Republican,3,-0.18619254006285638,184209.66666666666,0,-0.367934650434185
2719,1996,AZ,45.0,Republican,1,-0.28451217917729754,186586.75,0,-0.335617259022912
3025,1998,AZ,47.0,Republican,2,-0.27643283132447927,207972.0,0,-0.349297254695915
3282,2000,AZ,49.0,Republican,3,-0.29088190603069275,198828.75,0,-0.32324846017182
3565,2002,AZ,51.0,None,0,-0.314990538082098,194069.0,0,0.415529905561385
3834,2004,AZ,59.0,Democrat,1,-0.1481582670823155,163175.0,1,0.464113561316279
4106,2006,AZ,61.0,Democrat,2,0.05177443800248227,133186.25,1,0.503881956559375
4404,2008,AZ,63.0,Democrat,3,0.2650692408163048,113894.0,1,0.544836254691966
4713,2010,AZ,65.0,Democrat,4,0.4820904195322512,89883.25,0,0.417211830830185
5062,2012,AZ,67.0,None,0,0.48251090084945125,95864.75,0,-0.404001534079402
5397,2014,AZ,54.0,Republican,1,0.265482127000531,127533.0,1,-0.461317880755221
5694,2016,AZ,56.0,Republican,2,0.024182167671881985,150695.0,1,-0.429067044030016
6006,2018,AZ,58.0,Republican,3,-0.2192936570086135,192851.75,1,-0.381620775306095
6318,2020,AZ,60.0,Republican,4,-0.4190018085426835,239486.5,0,-0.395291177105344
6613,2022,AZ,62.0,None,0,-0.416824219299169,281092.75,0,0.122126707400683
4405,2008,AZ,66.0,Democrat,1,0.0410062713068545,195653.0,0,0.0990715270761584
4714,2010,AZ,68.0,Democrat,0,0.07003889919150645,233425.5,0,-0.0921468610697447
4715,2010,AZ,46.0,Republican,1,-0.17236691491957634,232604.33333333334,1,-0.390466037672498
5063,2012,AZ,48.0,None,0,-0.22689169560780675,234019.25,1,-0.295776069682592
5398,2014,AZ,50.0,Republican,1,-0.33153378147982726,248031.0,0,-0.297232900848951
5695,2016,AZ,52.0,Republican,2,-0.31771581367013624,259862.75,0,-0.242605811788783
6007,2018,AZ,54.0,Republican,3,-0.306520204998206,259964.0,0,-0.103860707238467
6319,2020,AZ,56.0,Republican,4,-0.23486887238969822,278822.75,0,-0.0434543045849933
3835,2004,AZ,54.0,Democrat,1,0.228436779304121,99730.0,0,0.296556980718616
4108,2006,AZ,56.0,Democrat,2,0.2624968800113685,133832.0,0,0.266893702897865
4407,2008,AZ,58.0,Democrat,3,0.2639624876402007,131505.33333333334,0,0.317275034573383
4716,2010,AZ,60.0,Democrat,4,0.2772906243734963,145811.25,0,0.0635311335816924
4408,2008,AZ,36.0,Democrat,1,0.126265622123586,244445.0,0,0.122043087993704
4717,2010,AZ,38.0,Democrat,2,0.124154355058645,282313.5,0,0.0152567510021879
5064,2012,AZ,40.0,None,0,0.08785515370649262,279010.3333333333,0,-0.287486403123184
6321,2020,AZ,60.0,Republican,1,-0.06486724128674753,291358.5,1,-0.191305932787153
5399,2014,AZ,36.0,Democrat,1,0.0438994308619294,233511.0,0,0.132745286033877
5697,2016,AZ,38.0,Democrat,2,0.0883223584479032,194980.5,0,0.218831672103964
6009,2018,AZ,40.0,None,0,0.13182546299992348,222455.33333333334,0,0.221711420314264
6322,2020,AZ,48.0,Democrat,1,0.1542969523285086,232152.75,0,0.232529224410544
326,1978,CA,69.0,Democrat,1,0.478941644855679,217016.0,0,0.187048175625676
625,1980,CA,71.0,Democrat,0,0.3329949102406775,213914.0,0,-0.148018039401851
905,1982,CA,60.0,None,0,0.17265726035983467,226869.33333333334,1,0.0271983679072605
1166,1984,CA,36.0,Democrat,1,0.13629253724669113,222600.0,2,0.245223472879159
1433,1986,CA,38.0,Democrat,2,0.07786299425256113,231401.75,2,0.43475416645034
1680,1988,CA,40.0,Democrat,3,0.1397894919587271,226851.25,1,0.377691763935105
1930,1990,CA,42.0,Democrat,0,0.2712169427929661,221657.25,0,-0.0168866242038217
2722,1996,CA,44.0,Republican,1,0.1824966903999926,205362.75,1,-0.0663603607960728
5699,2016,CA,54.0,Republican,1,-0.09235527154000808,204993.5,0,-0.181062043842107
6617,2022,CA,60.0,Republican,1,-0.15197820345484045,273859.0,0,-0.241458016042238
5404,2014,CA,48.0,Democrat,1,0.424865995225588,317526.0,0,0.499825306632831
5700,2016,CA,50.0,Democrat,2,0.4623456509292095,267525.0,0,0.537001989321756
6014,2018,CA,52.0,Democrat,3,0.48723109706005835,288605.3333333333,0,0.540159096741083
6327,2020,CA,54.0,Democrat,4,0.5004630969803145,295368.25,0,0.514758652621831
6618,2022,CA,56.0,Democrat,5,0.5229362613293752,313175.5,0,0.488069596986549
327,1978,CA,61.0,None,0,0.457139282996445,191854.0,0,0.0687128803106788
626,1980,CA,37.0,Democrat,1,0.2629260816535619,194678.5,0,0.453221789386295
1681,1988,CA,45.0,Democrat,1,0.37450233066093697,208304.0,0,0.423539178945245
1931,1990,CA,47.0,Democrat,2,0.3661023046481369,224782.0,0,0.268830626383281
3283,2000,CA,43.0,Republican,1,0.28391848375835355,215530.75,1,-0.162769149113219
3568,2002,CA,45.0,Republican,2,0.11349235399246659,218867.5,1,-0.289069614757397
4409,2008,CA,60.0,Republican,1,-0.18748123269228043,205077.0,0,-0.0594863579815607
4721,2010,CA,62.0,Republican,2,-0.1834450121263104,231652.75,0,-0.0738486350630585
5070,2012,CA,64.0,None,0,-0.1612148836137703,237146.75,0,0.0846098611775969
5405,2014,CA,67.0,Democrat,1,-0.06779501463002183,248421.75,1,0.0544922134966059
5701,2016,CA,69.0,Democrat,2,0.0014417704073958985,230480.0,1,0.187028634138369
6015,2018,CA,71.0,Democrat,3,0.06307051843737832,221372.75,1,0.1614589388205
6328,2020,CA,73.0,Democrat,4,0.12189741190826794,218361.25,0,0.0934755332496863
2445,1994,CA,42.0,Republican,1,-0.01939719641509025,210840.5,1,-0.274493165260441
2723,1996,CA,44.0,Republican,2,-0.10442918603020716,216374.0,1,-0.252293928151575
3028,1998,CA,46.0,Republican,3,-0.1413953715605491,227779.5,1,-0.290452845866223
3284,2000,CA,48.0,Republican,4,-0.21508613356107997,250195.25,0,-0.336841784639752
3569,2002,CA,50.0,Republican,5,-0.28852043097949776,256403.5,0,-0.340206558995187
3837,2004,CA,52.0,Republican,6,-0.30494877941318427,254757.5,0,-0.307874319693313
4112,2006,CA,54.0,Republican,7,-0.31884387729861874,274100.75,0,-0.0335556680123432
4410,2008,CA,56.0,None,0,-0.2546195828351488,279630.0,0,-0.0048677592081778
4722,2010,CA,52.0,Republican,1,-0.17162607647725525,298205.75,0,-0.32173018968268
5071,2012,CA,54.0,Republican,2,-0.1670069841491285,313504.0,0,-0.222183089889029
6016,2018,CA,60.0,Republican,1,-0.20079468757934044,331624.0,0,-0.0826292954141152
6329,2020,CA,62.0,Republican,2,-0.22023507163082479,324342.5,0,-0.118908108646176
328,1978,CA,44.0,Democrat,1,0.236882578060732,167754.0,0,0.336863138122522
627,1980,CA,46.0,Democrat,2,0.286872858091627,163201.5,0,0.0601953557141284
906,1982,CA,48.0,Democrat,0,0.21131369063246078,172377.33333333334,0,0.17746726185386
1167,1984,CA,56.0,Democrat,0,0.20285208343781058,173134.75,0,0.505123315124285
1435,1986,CA,59.0,Democrat,1,0.2699122677036988,177601.75,0,0.545899563401312
1682,1988,CA,61.0,None,0,0.32217137402339635,177621.25,0,0.597038667161019
1932,1990,CA,48.0,Democrat,1,0.45638220188511897,171744.5,0,0.543568942573447
2174,1992,CA,50.0,None,0,0.5479076220650158,166968.75,0,0.458874937773107
2446,1994,CA,51.0,Democrat,1,0.5363455277272212,174800.25,0,0.405384749391673
2724,1996,CA,53.0,Democrat,2,0.5012168242248115,179605.25,0,0.458574949631311
3029,1998,CA,55.0,Democrat,3,0.46660089484238454,186689.25,0,0.468526361910326
3285,2000,CA,57.0,Democrat,4,0.44784024967660424,192118.75,0,0.448736266443317
3570,2002,CA,59.0,Democrat,5,0.44530558184415675,188624.25,0,0.454810747205334
4411,2008,CA,62.0,Democrat,1,0.4683362112307395,162312.25,0,0.562394170582751
4723,2010,CA,64.0,Democrat,2,0.4918031633988458,170367.75,0,0.48059858042754
329,1978,CA,50.0,Democrat,1,0.419640219282408,121852.0,0,0.418727670054459
628,1980,CA,52.0,Democrat,2,0.4191839446684335,118584.0,0,0.46051602814699
907,1982,CA,54.0,None,0,0.4329613058279523,121689.33333333333,0,0.0798344042530545
1168,1984,CA,42.0,Democrat,1,0.34467958043422786,135893.75,0,0.391826037803719
1436,1986,CA,44.0,Democrat,2,0.3377260350645556,163811.25,0,0.477081094486236
1683,1988,CA,46.0,Democrat,3,0.3523143911724999,183370.25,0,0.467035408335721
1933,1990,CA,48.0,Democrat,4,0.35394423621968263,211600.0,0,0.361433359113173
2175,1992,CA,50.0,None,0,0.4243439749347122,217400.25,0,0.319421961711376
2447,1994,CA,55.0,Democrat,1,0.4062429559116265,231143.0,0,0.214942051884086
2725,1996,CA,57.0,Democrat,2,0.340708195261089,239400.5,0,0.290581986219145
3030,1998,CA,59.0,Democrat,3,0.296594839731945,240004.75,0,0.391457840265916
3286,2000,CA,61.0,Democrat,4,0.30410096002013076,246513.0,0,0.388687877690299
3571,2002,CA,63.0,Democrat,5,0.32141743901486153,239961.0,0,0.385020961140127
3838,2004,CA,65.0,Democrat,6,0.36393716632887174,233766.0,0,0.452980264192231
4114,2006,CA,67.0,Democrat,7,0.4045367358221432,250873.75,0,0.457858961678486
4412,2008,CA,69.0,Democrat,8,0.42113701617528576,253337.25,0,0.497478361505485
4724,2010,CA,71.0,Democrat,9,0.4483346371290822,264452.25,0,0.380063066708871
5072,2012,CA,73.0,None,0,0.4470951635212682,276396.0,0,0.501048707683827
5406,2014,CA,68.0,Democrat,1,0.45911227439416724,251997.5,0,0.453782520081525
5703,2016,CA,70.0,Democrat,2,0.45809316399492706,225962.75,0,0.508540310008368
6620,2022,CA,76.0,None,0,0.482559160304618,224014.0,0,0.118923390469676
330,1978,CA,31.0,Democrat,1,0.524555920114862,192927.0,0,0.305604495024046
629,1980,CA,33.0,Democrat,2,0.41508020756945396,180467.5,0,0.336740023432758
908,1982,CA,35.0,Democrat,3,0.38896681285722196,191152.66666666666,0,0.38057331767367
1169,1984,CA,37.0,Democrat,4,0.38686843906133395,189342.5,0,0.334277321938042
1437,1986,CA,39.0,Democrat,5,0.33929878951712894,200433.5,0,0.331246348222757
1684,1988,CA,41.0,Democrat,6,0.34570925281680676,205069.75,0,0.36834564800953
1934,1990,CA,43.0,Democrat,7,0.35361065896099975,214060.0,0,0.210128378749794
2176,1992,CA,45.0,Democrat,8,0.31099942423003074,218109.75,0,0.473225009849045
2448,1994,CA,47.0,Democrat,9,0.3457363462077815,210822.5,0,0.435140263159521
2726,1996,CA,49.0,Democrat,10,0.37170982494197247,204635.0,0,0.526340108333194
3031,1998,CA,51.0,Democrat,11,0.4112084400228885,187421.75,0,0.533424317013136
3287,2000,CA,53.0,Democrat,12,0.492032424588724,178427.0,0,0.566790616445748
3572,2002,CA,55.0,Democrat,13,0.5154238262378997,177353.0,0,0.455728876094411
3839,2004,CA,57.0,Democrat,14,0.5205709794716222,170510.5,0,0.52164613707776
4725,2010,CA,63.0,Democrat,1,0.5208690743352585,194921.0,0,0.366469678960262
5073,2012,CA,65.0,None,0,0.470788839963887,188759.25,0,0.0336308184316351
5407,2014,CA,47.0,Democrat,1,0.365264325548193,223473.75,0,0.0079253977678158
5704,2016,CA,49.0,Democrat,2,0.23683414072070694,214551.25,0,0.023427435494667
6017,2018,CA,51.0,Democrat,3,0.10786333266359499,233344.5,0,0.100899448541814
6331,2020,CA,53.0,Democrat,4,0.04147077505898297,258949.0,0,0.132478220671155
6621,2022,CA,55.0,None,0,0.06618262561886296,286617.5,0,0.365214750896212
331,1978,CA,41.0,Democrat,1,0.282975733551459,190716.0,0,0.147261123377998
630,1980,CA,43.0,Democrat,2,0.2151184284647285,178010.5,0,0.171929065743945
909,1982,CA,45.0,Democrat,3,0.20072197422446733,180327.0,0,0.118965525178266
1170,1984,CA,47.0,Democrat,4,0.18028286196291698,189553.0,0,0.206539504980708
1438,1986,CA,49.0,Democrat,5,0.16117380482022925,201679.75,0,0.226238421264599
1685,1988,CA,51.0,Democrat,6,0.1809181292918795,210013.5,0,0.361581968033635
1935,1990,CA,53.0,Democrat,7,0.228331354864302,223711.5,0,0.225939986372183
2177,1992,CA,55.0,None,0,0.25507497016278124,218201.0,0,0.763850017693096
2449,1994,CA,52.0,Democrat,1,0.39440259834087826,212795.0,0,0.636938811916513
2727,1996,CA,54.0,Democrat,2,0.49707769600385676,205177.5,0,0.743833196486776
3032,1998,CA,56.0,Democrat,3,0.592640503117142,195478.25,0,0.753791289512345
3288,2000,CA,58.0,Democrat,4,0.7246033289021825,188883.0,0,0.755745975041638
3573,2002,CA,60.0,Democrat,5,0.722577318239318,186269.5,0,0.72841411331533
3840,2004,CA,62.0,Democrat,6,0.7454461435890222,181163.75,0,0.756369295663116
4115,2006,CA,64.0,Democrat,7,0.7485801683831073,194697.75,0,0.7646149731031
4414,2008,CA,66.0,Democrat,8,0.751286089280796,194554.5,0,0.76257254632217
4726,2010,CA,68.0,Democrat,9,0.7529927321009291,200920.75,0,0.682362722118717
5705,2016,CA,71.0,Republican,1,0.46415329343062894,178762.25,1,-0.245160381260596
332,1978,CA,45.0,Democrat,1,0.445892984689916,161005.0,0,0.363765011560738
631,1980,CA,47.0,Democrat,2,0.404828998125327,145161.0,0,0.147297631347096
910,1982,CA,49.0,Democrat,3,0.31898520919925,149363.66666666666,0,0.213202010517447
1171,1984,CA,51.0,Democrat,4,0.29253940952879925,155046.5,0,0.452940237347666
1439,1986,CA,53.0,Democrat,5,0.2943012226932368,161772.75,0,0.526891832886296
1686,1988,CA,55.0,Democrat,6,0.33508292802462625,181545.75,0,0.459188056624125
1936,1990,CA,57.0,Democrat,7,0.41305553434388353,194484.0,0,0.168528100350907
2178,1992,CA,59.0,None,0,0.40188705680224845,191998.0,0,0.507211935477951
2450,1994,CA,57.0,Democrat,1,0.41545498133481973,199513.5,0,0.523246562667594
2728,1996,CA,59.0,Democrat,2,0.41454366378014423,189831.5,0,0.613133818227289
3033,1998,CA,61.0,None,0,0.45303010418093526,185434.0,0,0.725031105771883
3289,2000,CA,52.0,Democrat,1,0.5921558555361792,185684.5,0,0.79317058780146
3574,2002,CA,54.0,Democrat,2,0.6636455186170565,182037.75,0,0.685745475295548
3841,2004,CA,56.0,Democrat,3,0.704270246774045,179924.0,0,0.746642474119915
4116,2006,CA,58.0,Democrat,4,0.7376474107472015,193668.0,0,0.778908796953694
4415,2008,CA,60.0,Democrat,5,0.7511168335426542,199887.5,0,0.797488639441452
4727,2010,CA,62.0,Democrat,6,0.7521963464526522,215499.25,0,0.773373833888741
5074,2012,CA,64.0,None,0,0.7741034361009506,226056.25,0,0.111081909356711
5409,2014,CA,61.0,Democrat,1,0.6152132949101494,217598.5,0,0.0474076763143131
5706,2016,CA,63.0,Democrat,2,0.4323380147503043,200891.75,0,0.147190454653141
6018,2018,CA,65.0,Democrat,3,0.2697634685532265,192472.5,0,0.129829699695661
6332,2020,CA,67.0,Democrat,4,0.10887743500495653,191799.75,0,0.151660553187271
6623,2022,CA,69.0,None,0,0.11902209596259652,214183.0,0,0.0963073394495413
3034,1998,CA,45.0,Democrat,1,0.0150833397823547,271359.0,0,0.103435705823385
3290,2000,CA,47.0,Democrat,2,0.05925952280286985,250896.0,0,0.0865787085325711
4117,2006,CA,53.0,Democrat,1,0.12984448013846694,268795.75,0,0.329003493662658
4416,2008,CA,55.0,Democrat,2,0.20832451860854279,250188.0,0,0.353213447235686
4728,2010,CA,57.0,None,0,0.27076895396161804,263605.5,0,0.2170197708877
5075,2012,CA,65.0,None,0,0.30337921955040026,246305.0,0,-0.0541637388324036
6019,2018,CA,49.0,Republican,0,0.12051508277906577,240133.25,1,0.0450202794051374
6333,2020,CA,32.0,Democrat,1,0.0434667908214286,224582.5,2,0.103261552295252
2451,1994,CA,31.0,Republican,1,0.1222709227631206,177522.5,1,-0.280523030896993
2730,1996,CA,33.0,Republican,2,-0.011993728456917263,170047.0,1,-0.242415309832209
3035,1998,CA,35.0,Republican,3,-0.0695991238007402,170788.5,1,-0.257842084812402
3291,2000,CA,37.0,Republican,4,-0.20048452430617594,166235.5,0,-0.20530138779262
3575,2002,CA,39.0,Republican,5,-0.246520453333556,170031.0,0,-0.206293545494263
3843,2004,CA,41.0,Republican,6,-0.22796308198287346,174746.0,0,-0.224558238418379
4118,2006,CA,43.0,Republican,0,-0.223498814129416,198285.0,0,0.0653143544195788
4417,2008,CA,55.0,Democrat,1,-0.1427097043214208,211890.75,1,0.105495893872394
4729,2010,CA,57.0,Democrat,2,-0.06501038390516731,236248.25,1,0.0116546232636453
5076,2012,CA,59.0,None,0,-0.010523341715690221,249775.25,1,0.39463455132191
5410,2014,CA,67.0,None,0,0.14427485571938203,254952.75,0,0.345478695995695
5708,2016,CA,62.0,Democrat,1,0.21431594111341107,247052.25,0,0.441056440281816
6020,2018,CA,64.0,Democrat,2,0.29820607771576657,247203.5,0,0.482648423358882
6334,2020,CA,66.0,Democrat,3,0.41595452773957575,259107.75,0,0.459855233253266
6624,2022,CA,68.0,None,0,0.4322596982224147,279977.0,0,0.679037500237584
333,1978,CA,49.0,Republican,0,-0.35862981997102,191858.0,0,-0.544785875579384
632,1980,CA,51.0,Republican,0,-0.451707847775202,171656.0,0,-0.590667271299481
5411,2014,CA,72.0,Democrat,1,-0.16608270738693656,202820.75,1,0.66507510506387
334,1978,CA,45.0,Democrat,1,0.363676223786797,198421.0,0,0.18518649149105
633,1980,CA,47.0,Democrat,2,0.27443135763892346,184268.0,0,0.247533158500462
911,1982,CA,49.0,Democrat,3,0.2654652912594363,193516.0,0,0.354493279791701
1172,1984,CA,51.0,Democrat,4,0.28772228839250247,186039.75,0,0.328643292465692
1441,1986,CA,53.0,Democrat,5,0.27896405556222625,189063.75,0,0.394574295888637
1687,1988,CA,55.0,Democrat,6,0.331311006661623,185147.5,0,0.384829204718692
1937,1990,CA,57.0,Democrat,7,0.3656350182161805,184129.25,0,0.238846548112493
2180,1992,CA,59.0,None,0,0.3367233352963785,182491.25,0,0.311748998664887
2452,1994,CA,61.0,Democrat,1,0.33249976184617724,177049.0,0,0.362416811874121
2731,1996,CA,63.0,Democrat,2,0.3244603908425482,174161.25,0,0.363680248878082
